  40175 1001      20   0 1305004 328944  42484 S 140.0   2.0  23:16.30 application
  40175 1001      20   0 1306028 329472  42484 S 404.0   2.0  23:20.34 application
  40175 1001      20   0 1306028 329472  42484 S 400.0   2.0  23:24.34 application
  40175 1001      20   0 1306028 329472  42484 S 400.0   2.0  23:28.34 application
  40175 1001      20   0 1306028 329472  42484 S 401.0   2.0  23:32.35 application
  40175 1001      20   0 1306028 330000  42484 S 399.0   2.0  23:36.34 application
  40175 1001      20   0 1306028 330000  42484 S 398.0   2.0  23:40.36 application
  40175 1001      20   0 1306028 330000  42484 S 400.0   2.0  23:44.36 application
  40175 1001      20   0 1306028 330000  42484 S 400.0   2.0  23:48.36 application
  40175 1001      20   0 1306028 330000  42484 S 402.0   2.0  23:52.38 application
  40175 1001      20   0 1306028 330000  42484 S 401.0   2.0  23:56.39 application
  40175 1001      20   0 1306028 330000  42484 S 400.0   2.0  24:00.39 application
  40175 1001      20   0 1306028 330000  42484 S 402.0   2.0  24:04.41 application
  40175 1001      20   0 1306028 330264  42484 S 401.0   2.0  24:08.42 application
  40175 1001      20   0 1306028 330528  42484 S 396.0   2.0  24:12.42 application
  40175 1001      20   0 1307052 330528  42484 S 402.0   2.0  24:16.44 application
  40175 1001      20   0 1307052 330528  42484 S 401.0   2.0  24:20.45 application
  40175 1001      20   0 1307052 330528  42484 S 401.0   2.0  24:24.46 application
  40175 1001      20   0 1307052 330528  42484 S 400.0   2.0  24:28.46 application
  40175 1001      20   0 1307052 330792  42484 S 402.0   2.0  24:32.48 application
  40175 1001      20   0 1307052 330792  42484 S 401.0   2.0  24:36.49 application
  40175 1001      20   0 1307052 331056  42484 S 396.0   2.0  24:40.49 application
  40175 1001      20   0 1307052 331056  42484 S 401.0   2.0  24:44.50 application
  40175 1001      20   0 1307052 331056  42484 S 401.0   2.0  24:48.51 application
  40175 1001      20   0 1307052 331320  42484 S 401.0   2.0  24:52.52 application
  40175 1001      20   0 1307052 331320  42484 S 401.0   2.0  24:56.53 application
  40175 1001      20   0 1307052 331320  42484 S 402.0   2.0  25:00.55 application
  40175 1001      20   0 1307052 331584  42484 S 399.0   2.0  25:04.54 application
  40175 1001      20   0 1307052 331584  42484 S 402.0   2.0  25:08.56 application
  40175 1001      20   0 1307052 331584  42484 S 396.0   2.0  25:12.56 application
  40175 1001      20   0 1307052 331584  42484 S 400.0   2.0  25:16.56 application
  40175 1001      20   0 1307052 331584  42484 S 402.0   2.0  25:20.58 application
  40175 1001      20   0 1307052 331584  42484 S 398.0   2.0  25:24.56 application
  40175 1001      20   0 1308076 331584  42484 S 402.0   2.0  25:28.58 application
  40175 1001      20   0 1308076 331584  42484 S 401.0   2.0  25:32.59 application
  40175 1001      20   0 1308076 331584  42484 S 403.0   2.0  25:36.62 application
  40175 1001      20   0 1308076 331584  42484 S 398.0   2.0  25:40.60 application
  40175 1001      20   0 1308076 331584  42484 S 400.0   2.0  25:44.60 application
  40175 1001      20   0 1308076 331584  42484 S 397.0   2.0  25:48.61 application
  40175 1001      20   0 1308076 331848  42484 S 401.0   2.0  25:52.62 application
  40175 1001      20   0 1308076 331848  42484 S 401.0   2.0  25:56.63 application
  40175 1001      20   0 1308076 331848  42484 S 402.0   2.0  26:00.65 application
  40175 1001      20   0 1308076 331848  42484 S 400.0   2.0  26:04.65 application
  40175 1001      20   0 1308076 331848  42484 S 401.0   2.0  26:08.66 application
  40175 1001      20   0 1308076 331848  42484 S 401.0   2.0  26:12.67 application
  40175 1001      20   0 1308076 331848  42484 S 395.0   2.0  26:16.66 application
  40175 1001      20   0 1308076 331848  42484 S 399.0   2.0  26:20.65 application
  40175 1001      20   0 1308076 331848  42484 S 403.0   2.0  26:24.68 application
  40175 1001      20   0 1308076 331848  42484 S 399.0   2.0  26:28.67 application
  40175 1001      20   0 1308
