  51742 root      20   0 9218556 386912  28976 S 113.3   2.4   0:42.46 java
  51742 root      20   0 9218556 395148  28976 S  97.0   2.4   0:43.44 java
  51742 root      20   0 9218556 395240  28976 S  47.0   2.4   0:43.91 java
  51742 root      20   0 9218556 390300  28976 S  46.0   2.4   0:44.37 java
  51742 root      20   0 9218556 390300  28976 S  43.0   2.4   0:44.80 java
  51742 root      20   0 9218556 390300  28976 S  45.0   2.4   0:45.25 java
  51742 root      20   0 9218556 390300  28976 S  44.0   2.4   0:45.69 java
  51742 root      20   0 9218556 390308  28976 S  44.0   2.4   0:46.13 java
  51742 root      20   0 9218556 390308  28976 S  43.0   2.4   0:46.56 java
  51742 root      20   0 9218556 390308  28976 S  43.0   2.4   0:46.99 java
  51742 root      20   0 9218556 390308  28976 S  43.6   2.4   0:47.43 java
  51742 root      20   0 9218556 390308  28976 S  44.0   2.4   0:47.87 java
  51742 root      20   0 9218556 390336  28976 S  44.0   2.4   0:48.31 java
  51742 root      20   0 9218556 390336  28976 S  44.0   2.4   0:48.75 java
  51742 root      20   0 9218556 390456  28976 S  47.0   2.4   0:49.22 java
  51742 root      20   0 9218556 390456  28976 S  45.0   2.4   0:49.67 java
  51742 root      20   0 9218556 390456  28976 S  46.0   2.4   0:50.13 java
  51742 root      20   0 9218556 390456  28976 S  46.0   2.4   0:50.59 java
  51742 root      20   0 9218556 390456  28976 S  44.6   2.4   0:51.04 java
  51742 root      20   0 9218556 390456  28976 S  46.0   2.4   0:51.50 java
  51742 root      20   0 9218556 390456  28976 S  45.0   2.4   0:51.95 java
  51742 root      20   0 9218556 390456  28976 S  45.0   2.4   0:52.40 java
  51742 root      20   0 9218556 390456  28976 S  45.0   2.4   0:52.85 java
  51742 root      20   0 9218556 390456  28976 S  47.0   2.4   0:53.32 java
  51742 root      20   0 9218556 390456  28976 S  45.0   2.4   0:53.77 java
  51742 root      20   0 9218556 390456  28976 S  46.0   2.4   0:54.23 java
  51742 root      20   0 9218556 390456  28976 S  46.0   2.4   0:54.69 java
  51742 root      20   0 9218556 390456  28976 S  47.5   2.4   0:55.17 java
  51742 root      20   0 9218556 390456  28976 S  46.0   2.4   0:55.63 java
  51742 root      20   0 9218556 390456  28976 S  48.0   2.4   0:56.11 java
  51742 root      20   0 9218556 390456  28976 S  47.0   2.4   0:56.58 java
  51742 root      20   0 9218556 390456  28976 S  47.0   2.4   0:57.05 java
  51742 root      20   0 9218556 390456  28976 S  47.0   2.4   0:57.52 java
  51742 root      20   0 9218556 390456  28976 S  45.0   2.4   0:57.97 java
  51742 root      20   0 9218556 390568  28976 S  47.5   2.4   0:58.45 java
  51742 root      20   0 9218556 390568  28976 S  46.0   2.4   0:58.91 java
  51742 root      20   0 9218556 390660  28976 S  45.0   2.4   0:59.36 java
  51742 root      20   0 9218556 390660  28976 S  45.0   2.4   0:59.81 java
  51742 root      20   0 9218556 390660  28976 S  47.0   2.4   1:00.28 java
  51742 root      20   0 9218556 390660  28976 S  46.0   2.4   1:00.74 java
  51742 root      20   0 9218556 390660  28976 S  47.0   2.4   1:01.21 java
  51742 root      20   0 9218556 390660  28976 S  46.0   2.4   1:01.67 java
  51742 root      20   0 9218556 390660  28976 S  45.5   2.4   1:02.13 java
  51742 root      20   0 9218556 390660  28976 S  46.0   2.4   1:02.59 java
  51742 root      20   0 9218556 390660  28976 S  46.0   2.4   1:03.05 java
  51742 root      20   0 9218556 390660  28976 S  43.0   2.4   1:03.48 java
  51742 root      20   0 9218556 390660  28976 S  42.0   2.4   1:03.90 java
  51742 root      20   0 9218556 390660  28976 S  45.0   2.4   1:04.35 java
  51742 root      20   0 9218556 390660  28976 S  45.0   2.4   1:04.80 java
  51742 root      20   0 9218556 390660  28976 S  44.6   2.4   1:05.25 java
  51742 root      20   0 9218556 390660  28976 S  45.0   2.4   1:05.70 java
  51742 root      20   0 9218556 390660  28976 S  44.0   2.4   1:06.14 java
  51742 root      20   0 9218556 390660  28976 S  46.0   2.4   1:06.60 java
  51742 root      20   0 9218556 390660  28976 S  44.0   2.4   1:07.
