   8272 root      20   0   12.6g 444908  29076 S 140.0   2.7   1:25.59 java
   8272 root      20   0   12.6g 453140  29076 S 146.0   2.8   1:27.05 java
   8272 root      20   0   12.6g 453140  29076 S  77.0   2.8   1:27.82 java
   8272 root      20   0   12.6g 453140  29076 S  78.0   2.8   1:28.60 java
   8272 root      20   0   12.6g 453292  29076 S  79.0   2.8   1:29.39 java
   8272 root      20   0   12.6g 453332  29076 S  80.0   2.8   1:30.19 java
   8272 root      20   0   12.6g 453332  29076 S  73.3   2.8   1:30.93 java
   8272 root      20   0   12.6g 453332  29076 S  77.0   2.8   1:31.70 java
   8272 root      20   0   12.6g 447388  29076 S  76.0   2.7   1:32.46 java
   8272 root      20   0   12.6g 447388  29076 S  74.0   2.7   1:33.20 java
   8272 root      20   0   12.6g 447388  29076 S  76.0   2.7   1:33.96 java
   8272 root      20   0   12.6g 447388  29076 S  77.0   2.7   1:34.73 java
   8272 root      20   0   12.6g 447388  29076 S  72.0   2.7   1:35.45 java
   8272 root      20   0   12.6g 447388  29076 S  72.0   2.7   1:36.17 java
   8272 root      20   0   12.6g 447388  29076 S  75.0   2.7   1:36.92 java
   8272 root      20   0   12.6g 447388  29076 S  79.2   2.7   1:37.72 java
   8272 root      20   0   12.6g 447388  29076 S  76.0   2.7   1:38.48 java
   8272 root      20   0   12.6g 447388  29076 S  76.0   2.7   1:39.24 java
   8272 root      20   0   12.6g 447388  29076 S  74.0   2.7   1:39.98 java
   8272 root      20   0   12.6g 447504  29076 S  74.0   2.7   1:40.72 java
   8272 root      20   0   12.6g 447504  29076 S  76.0   2.7   1:41.48 java
   8272 root      20   0   12.6g 447504  29076 S  74.0   2.7   1:42.22 java
   8272 root      20   0   12.6g 447504  29076 S  75.0   2.7   1:42.97 java
   8272 root      20   0   12.6g 447504  29076 S  75.0   2.7   1:43.72 java
   8272 root      20   0   12.6g 447664  29076 S  74.0   2.7   1:44.46 java
   8272 root      20   0   12.6g 447664  29076 S  74.3   2.7   1:45.21 java
   8272 root      20   0   12.6g 447664  29076 S  74.0   2.7   1:45.95 java
   8272 root      20   0   12.6g 447664  29076 S  76.0   2.7   1:46.71 java
   8272 root      20   0   12.6g 447664  29076 S  77.0   2.7   1:47.48 java
   8272 root      20   0   12.6g 447664  29076 S  77.0   2.7   1:48.25 java
   8272 root      20   0   12.6g 447664  29076 S  75.0   2.7   1:49.00 java
   8272 root      20   0   12.6g 447664  29076 S  72.0   2.7   1:49.72 java
   8272 root      20   0   12.6g 447840  29076 S  75.0   2.7   1:50.47 java
   8272 root      20   0   12.6g 447840  29076 S  78.0   2.7   1:51.25 java
   8272 root      20   0   12.6g 447840  29076 S  78.2   2.7   1:52.04 java
   8272 root      20   0   12.6g 447840  29076 S  75.0   2.7   1:52.79 java
   8272 root      20   0   12.6g 447840  29076 S  74.0   2.7   1:53.53 java
   8272 root      20   0   12.6g 447996  29076 S  73.0   2.7   1:54.26 java
   8272 root      20   0   12.6g 447996  29076 S  77.0   2.7   1:55.03 java
   8272 root      20   0   12.6g 448204  29076 S  80.0   2.7   1:55.83 java
   8272 root      20   0   12.6g 448344  29076 S  74.0   2.7   1:56.57 java
   8272 root      20   0   12.6g 448344  29076 S  75.0   2.7   1:57.32 java
   8272 root      20   0   12.6g 448344  29076 S  73.0   2.7   1:58.05 java
   8272 root      20   0   12.6g 448344  29076 S  79.0   2.7   1:58.84 java
   8272 root      20   0   12.6g 448504  29076 S  75.2   2.8   1:59.60 java
   8272 root      20   0   12.6g 448684  29076 S  72.0   2.8   2:00.32 java
   8272 root      20   0   12.6g 448844  29076 S  75.0   2.8   2:01.07 java
   8272 root      20   0   12.6g 449012  29076 S  75.0   2.8   2:01.82 java
   8272 root      20   0   12.6g 449012  29076 S  74.0   2.8   2:02.56 java
   8272 root      20   0   12.6g 449012  29076 S  74.0   2.8   2:03.30 java
   8272 root      20   0   12.6g 449012  29076 S  74.0   2.8   2:04.04 java
   8272 root      20   0   12.6g 449156  29076 S  74.0   2.8   2:04.78 java
   8272 root      20   0   12.6g 449396  29076 S  74.3   2.8   2:05.53 java
   8272 root      20   0   12.6g 449396  29076 S  78.0   2.8   2:06.
