  47984 root      20   0   13.5g 593008  29160 S 120.0   3.6  29:40.84 java
  47984 root      20   0   13.5g 593156  29160 S 410.0   3.6  29:44.94 java
  47984 root      20   0   13.5g 593156  29160 S 398.0   3.6  29:48.92 java
  47984 root      20   0   13.5g 593156  29160 S 402.0   3.6  29:52.94 java
  47984 root      20   0   13.5g 593448  29160 S 404.0   3.6  29:56.98 java
  47984 root      20   0   13.5g 593744  29160 S 397.0   3.6  30:00.95 java
  47984 root      20   0   13.5g 593744  29160 S 402.0   3.6  30:04.97 java
  47984 root      20   0   13.5g 593744  29160 S 404.0   3.6  30:09.01 java
  47984 root      20   0   13.5g 593744  29160 S 393.1   3.6  30:12.98 java
  47984 root      20   0   13.5g 593744  29160 S 399.0   3.6  30:16.97 java
  47984 root      20   0   13.5g 593744  29160 S 404.0   3.6  30:21.01 java
  47984 root      20   0   13.5g 594044  29160 S 404.0   3.6  30:25.05 java
  47984 root      20   0   13.5g 594044  29160 S 397.0   3.6  30:29.02 java
  47984 root      20   0   13.5g 594432  29160 S 404.0   3.6  30:33.06 java
  47984 root      20   0   13.5g 594432  29160 S 397.0   3.6  30:37.03 java
  47984 root      20   0   13.5g 594432  29160 S 402.0   3.6  30:41.05 java
  47984 root      20   0   13.5g 594432  29160 S 402.0   3.6  30:45.07 java
  47984 root      20   0   13.5g 594432  29160 S 400.0   3.6  30:49.07 java
  47984 root      20   0   13.5g 594432  29160 S 393.1   3.6  30:53.04 java
  47984 root      20   0   13.5g 594432  29160 S 405.0   3.6  30:57.09 java
  47984 root      20   0   13.5g 594432  29160 S 400.0   3.6  31:01.09 java
  47984 root      20   0   13.5g 594432  29160 S 403.0   3.6  31:05.12 java
  47984 root      20   0   13.5g 594432  29160 S 402.0   3.6  31:09.14 java
  47984 root      20   0   13.5g 594432  29160 S 396.0   3.6  31:13.10 java
  47984 root      20   0   13.5g 594692  29160 S 399.0   3.6  31:17.09 java
  47984 root      20   0   13.5g 594692  29160 S 404.0   3.6  31:21.13 java
  47984 root      20   0   13.5g 594692  29160 S 396.0   3.6  31:25.09 java
  47984 root      20   0   13.5g 594692  29160 S 408.0   3.6  31:29.17 java
  47984 root      20   0   13.5g 594692  29160 S 393.1   3.6  31:33.14 java
  47984 root      20   0   13.5g 594852  29160 S 402.0   3.6  31:37.16 java
  47984 root      20   0   13.5g 594852  29160 S 402.0   3.6  31:41.18 java
  47984 root      20   0   13.5g 594852  29160 S 394.0   3.6  31:45.12 java
  47984 root      20   0   13.5g 595036  29160 S 403.0   3.6  31:49.15 java
  47984 root      20   0   13.5g 595036  29160 S 402.0   3.6  31:53.17 java
  47984 root      20   0   13.5g 595036  29160 S 400.0   3.6  31:57.17 java
  47984 root      20   0   13.5g 595192  29160 S 400.0   3.6  32:01.17 java
  47984 root      20   0   13.5g 595748  29160 S 401.0   3.7  32:05.18 java
  47984 root      20   0   13.5g 595748  29160 S 402.0   3.7  32:09.20 java
  47984 root      20   0   13.5g 595748  29160 S 394.1   3.7  32:13.18 java
  47984 root      20   0   13.5g 595748  29160 S 402.0   3.7  32:17.20 java
  47984 root      20   0   13.5g 595748  29160 S 396.0   3.7  32:21.16 java
  47984 root      20   0   13.5g 595748  29160 S 404.0   3.7  32:25.20 java
  47984 root      20   0   13.5g 595748  29160 S 400.0   3.7  32:29.20 java
  47984 root      20   0   13.5g 595748  29160 S 400.0   3.7  32:33.20 java
  47984 root      20   0   13.5g 597464  29160 S 400.0   3.7  32:37.20 java
  47984 root      20   0   13.5g 597588  29160 S 399.0   3.7  32:41.19 java
  47984 root      20   0   13.5g 597844  29160 S 401.0   3.7  32:45.20 java
  47984 root      20   0   13.5g 597844  29160 S 400.0   3.7  32:49.20 java
  47984 root      20   0   13.5g 597844  29160 S 395.0   3.7  32:53.19 java
  47984 root      20   0   13.5g 597948  29160 S 401.0   3.7  32:57.20 java
  47984 root      20   0   13.5g 597948  29160 S 400.0   3.7  33:01.20 java
  47984 root      20   0   13.5g 597948  29160 S 400.0   3.7  33:05.20 java
  47984 root      20   0   13.5g 597948  29160 S 400.0   3.7  33:09.20 java
  47984 root      20   0   13.5g 597948  29160 S 400.0   3.7  33:13.
