  63130 1001      20   0 1318316 342052  42812 S   0.0   2.1  35:10.47 application
  63130 1001      20   0 1318316 342844  42812 S 388.0   2.1  35:14.35 application
  63130 1001      20   0 1319340 343108  42812 S 400.0   2.1  35:18.35 application
  63130 1001      20   0 1319340 343108  42812 S 401.0   2.1  35:22.36 application
  63130 1001      20   0 1319340 343108  42812 S 399.0   2.1  35:26.35 application
  63130 1001      20   0 1319340 343108  42812 S 400.0   2.1  35:30.35 application
  63130 1001      20   0 1319340 343108  42812 S 401.0   2.1  35:34.36 application
  63130 1001      20   0 1319340 343636  42812 S 400.0   2.1  35:38.36 application
  63130 1001      20   0 1319340 343636  42812 S 397.0   2.1  35:42.37 application
  63130 1001      20   0 1319340 343636  42812 S 401.0   2.1  35:46.38 application
  63130 1001      20   0 1319340 343636  42812 S 401.0   2.1  35:50.39 application
  63130 1001      20   0 1319340 343636  42812 S 401.0   2.1  35:54.40 application
  63130 1001      20   0 1319340 343900  42812 S 400.0   2.1  35:58.40 application
  63130 1001      20   0 1319340 343900  42812 S 400.0   2.1  36:02.40 application
  63130 1001      20   0 1320364 343900  42812 S 401.0   2.1  36:06.41 application
  63130 1001      20   0 1320364 344164  42812 S 401.0   2.1  36:10.42 application
  63130 1001      20   0 1320364 344164  42812 S 401.0   2.1  36:14.43 application
  63130 1001      20   0 1320364 344692  42812 S 397.0   2.1  36:18.44 application
  63130 1001      20   0 1320364 344692  42812 S 400.0   2.1  36:22.44 application
  63130 1001      20   0 1320364 344692  42812 S 402.0   2.1  36:26.46 application
  63130 1001      20   0 1320364 344692  42812 S 401.0   2.1  36:30.47 application
  63130 1001      20   0 1320364 344692  42812 S 399.0   2.1  36:34.46 application
  63130 1001      20   0 1320364 344692  42812 S 402.0   2.1  36:38.48 application
  63130 1001      20   0 1320364 344692  42812 S 402.0   2.1  36:42.50 application
  63130 1001      20   0 1320364 344692  42812 S 397.0   2.1  36:46.51 application
  63130 1001      20   0 1320364 344692  42812 S 401.0   2.1  36:50.52 application
  63130 1001      20   0 1320364 344692  42812 S 401.0   2.1  36:54.53 application
  63130 1001      20   0 1321388 344692  42812 S 401.0   2.1  36:58.54 application
  63130 1001      20   0 1321388 344692  42812 S 403.0   2.1  37:02.57 application
  63130 1001      20   0 1321388 344956  42812 S 400.0   2.1  37:06.57 application
  63130 1001      20   0 1321388 345220  42812 S 399.0   2.1  37:10.56 application
  63130 1001      20   0 1321388 345484  42812 S 400.0   2.1  37:14.56 application
  63130 1001      20   0 1321388 345484  42812 S 398.0   2.1  37:18.58 application
  63130 1001      20   0 1321388 345484  42812 S 401.0   2.1  37:22.59 application
  63130 1001      20   0 1321388 345748  42812 S 402.0   2.1  37:26.61 application
  63130 1001      20   0 1321388 345748  42812 S 399.0   2.1  37:30.60 application
  63130 1001      20   0 1321388 345748  42812 S 402.0   2.1  37:34.62 application
  63130 1001      20   0 1321388 345748  42812 S 402.0   2.1  37:38.64 application
  63130 1001      20   0 1321388 346012  42812 S 399.0   2.1  37:42.63 application
  63130 1001      20   0 1322412 346276  42812 S 396.0   2.1  37:46.63 application
  63130 1001      20   0 1322412 346276  42812 S 404.0   2.1  37:50.67 application
  63130 1001      20   0 1322412 346276  42812 S 402.0   2.1  37:54.69 application
  63130 1001      20   0 1322412 346276  42812 S 398.0   2.1  37:58.67 application
  63130 1001      20   0 1322412 346540  42812 S 399.0   2.1  38:02.66 application
  63130 1001      20   0 1322412 346540  42812 S 402.0   2.1  38:06.68 application
  63130 1001      20   0 1322412 346540  42812 S 399.0   2.1  38:10.67 application
  63130 1001      20   0 1322412 346540  42812 S 402.0   2.1  38:14.69 application
  63130 1001      20   0 1322412 346540  42812 S 396.0   2.1  38:18.69 application
  63130 1001      20   0 1322412 346540  42812 S 402.0   2.1  38:22.71 application
  63130 1001      20   0 1322
