  17209 1001      20   0 1314220 337704  42292 S 126.7   2.1  31:24.12 application
  17209 1001      20   0 1315244 338232  42292 S 407.0   2.1  31:28.19 application
  17209 1001      20   0 1315244 338232  42292 S 402.0   2.1  31:32.21 application
  17209 1001      20   0 1315244 338760  42292 S 399.0   2.1  31:36.20 application
  17209 1001      20   0 1315244 338760  42292 S 398.0   2.1  31:40.22 application
  17209 1001      20   0 1315244 338760  42292 S 401.0   2.1  31:44.23 application
  17209 1001      20   0 1315244 338760  42292 S 401.0   2.1  31:48.24 application
  17209 1001      20   0 1315244 338760  42292 S 402.0   2.1  31:52.26 application
  17209 1001      20   0 1315244 338760  42292 S 399.0   2.1  31:56.25 application
  17209 1001      20   0 1315244 338760  42292 S 404.0   2.1  32:00.29 application
  17209 1001      20   0 1315244 338760  42292 S 399.0   2.1  32:04.28 application
  17209 1001      20   0 1315244 338760  42292 S 401.0   2.1  32:08.29 application
  17209 1001      20   0 1315244 338760  42292 S 395.0   2.1  32:12.28 application
  17209 1001      20   0 1315244 339024  42292 S 402.0   2.1  32:16.30 application
  17209 1001      20   0 1316268 339024  42292 S 400.0   2.1  32:20.30 application
  17209 1001      20   0 1316268 339288  42292 S 402.0   2.1  32:24.32 application
  17209 1001      20   0 1316268 339552  42292 S 402.0   2.1  32:28.34 application
  17209 1001      20   0 1316268 339552  42292 S 401.0   2.1  32:32.35 application
  17209 1001      20   0 1316268 339552  42292 S 399.0   2.1  32:36.34 application
  17209 1001      20   0 1316268 339552  42292 S 399.0   2.1  32:40.37 application
  17209 1001      20   0 1316268 339816  42292 S 400.0   2.1  32:44.37 application
  17209 1001      20   0 1316268 339816  42292 S 402.0   2.1  32:48.39 application
  17209 1001      20   0 1316268 339816  42292 S 399.0   2.1  32:52.38 application
  17209 1001      20   0 1316268 339816  42292 S 401.0   2.1  32:56.39 application
  17209 1001      20   0 1316268 340080  42292 S 399.0   2.1  33:00.38 application
  17209 1001      20   0 1316268 340080  42292 S 401.0   2.1  33:04.39 application
  17209 1001      20   0 1316268 340080  42292 S 403.0   2.1  33:08.42 application
  17209 1001      20   0 1316268 340080  42292 S 396.0   2.1  33:12.42 application
  17209 1001      20   0 1316268 340080  42292 S 399.0   2.1  33:16.41 application
  17209 1001      20   0 1317292 340080  42292 S 400.0   2.1  33:20.41 application
  17209 1001      20   0 1317292 340080  42292 S 402.0   2.1  33:24.43 application
  17209 1001      20   0 1317292 340080  42292 S 398.0   2.1  33:28.41 application
  17209 1001      20   0 1317292 340080  42292 S 402.0   2.1  33:32.43 application
  17209 1001      20   0 1317292 340344  42292 S 402.0   2.1  33:36.45 application
  17209 1001      20   0 1317292 340344  42292 S 401.0   2.1  33:40.46 application
  17209 1001      20   0 1317292 340608  42292 S 395.0   2.1  33:44.45 application
  17209 1001      20   0 1317292 340608  42292 S 403.0   2.1  33:48.48 application
  17209 1001      20   0 1317292 340872  42292 S 399.0   2.1  33:52.47 application
  17209 1001      20   0 1317292 340872  42292 S 400.0   2.1  33:56.47 application
  17209 1001      20   0 1317292 340872  42292 S 401.0   2.1  34:00.48 application
  17209 1001      20   0 1317292 341136  42292 S 400.0   2.1  34:04.48 application
  17209 1001      20   0 1317292 341400  42292 S 399.0   2.1  34:08.47 application
  17209 1001      20   0 1317292 341664  42292 S 401.0   2.1  34:12.48 application
  17209 1001      20   0 1317292 341664  42292 S 396.0   2.1  34:16.48 application
  17209 1001      20   0 1318316 341664  42292 S 399.0   2.1  34:20.47 application
  17209 1001      20   0 1318316 341664  42292 S 401.0   2.1  34:24.48 application
  17209 1001      20   0 1318316 341664  42292 S 400.0   2.1  34:28.48 application
  17209 1001      20   0 1318316 341928  42292 S 400.0   2.1  34:32.48 application
  17209 1001      20   0 1318316 341928  42292 S 400.0   2.1  34:36.48 application
  17209 1001      20   0 1318
