  63130 1001      20   0 1323436 347860  42812 S 200.0   2.1  39:10.67 application
  63130 1001      20   0 1324460 348652  42812 S 411.0   2.1  39:14.78 application
  63130 1001      20   0 1324460 348652  42812 S 396.0   2.1  39:18.78 application
  63130 1001      20   0 1324460 348916  42812 S 399.0   2.1  39:22.77 application
  63130 1001      20   0 1324460 349180  42812 S 400.0   2.1  39:26.77 application
  63130 1001      20   0 1324460 349180  42812 S 401.0   2.1  39:30.78 application
  63130 1001      20   0 1324460 349180  42812 S 400.0   2.1  39:34.78 application
  63130 1001      20   0 1324460 349180  42812 S 399.0   2.1  39:38.77 application
  63130 1001      20   0 1324460 349180  42812 S 401.0   2.1  39:42.78 application
  63130 1001      20   0 1324460 349180  42812 S 400.0   2.1  39:46.78 application
  63130 1001      20   0 1325484 349180  42812 S 396.0   2.1  39:50.78 application
  63130 1001      20   0 1325484 349180  42812 S 401.0   2.1  39:54.79 application
  63130 1001      20   0 1325484 349180  42812 S 401.0   2.1  39:58.80 application
  63130 1001      20   0 1325484 349444  42812 S 400.0   2.1  40:02.80 application
  63130 1001      20   0 1325484 349444  42812 S 401.0   2.1  40:06.81 application
  63130 1001      20   0 1325484 349444  42812 S 401.0   2.1  40:10.82 application
  63130 1001      20   0 1325484 349444  42812 S 400.0   2.1  40:14.82 application
  63130 1001      20   0 1325484 349444  42812 S 402.0   2.1  40:18.84 application
  63130 1001      20   0 1325484 349444  42812 S 397.0   2.1  40:22.85 application
  63130 1001      20   0 1325484 349444  42812 S 401.0   2.1  40:26.86 application
  63130 1001      20   0 1325484 349444  42812 S 401.0   2.1  40:30.87 application
  63130 1001      20   0 1325484 349708  42812 S 401.0   2.1  40:34.88 application
  63130 1001      20   0 1325484 349708  42812 S 400.0   2.1  40:38.88 application
  63130 1001      20   0 1325484 349708  42812 S 401.0   2.1  40:42.89 application
  63130 1001      20   0 1326508 349972  42812 S 399.0   2.1  40:46.88 application
  63130 1001      20   0 1326508 349972  42812 S 404.0   2.1  40:50.92 application
  63130 1001      20   0 1326508 350764  42812 S 397.0   2.2  40:54.93 application
  63130 1001      20   0 1326508 351028  42812 S 399.0   2.2  40:58.92 application
  63130 1001      20   0 1326508 351028  42812 S 402.0   2.2  41:02.94 application
  63130 1001      20   0 1326508 351028  42812 S 400.0   2.2  41:06.94 application
  63130 1001      20   0 1326508 351028  42812 S 402.0   2.2  41:10.96 application
  63130 1001      20   0 1326508 351028  42812 S 402.0   2.2  41:14.98 application
  63130 1001      20   0 1326508 351028  42812 S 401.0   2.2  41:18.99 application
  63130 1001      20   0 1326508 351028  42812 S 394.1   2.2  41:22.97 application
  63130 1001      20   0 1326508 351028  42812 S 403.0   2.2  41:27.00 application
  63130 1001      20   0 1326508 351028  42812 S 402.0   2.2  41:31.02 application
  63130 1001      20   0 1326508 351028  42812 S 402.0   2.2  41:35.04 application
  63130 1001      20   0 1327532 351028  42812 S 400.0   2.2  41:39.04 application
  63130 1001      20   0 1327532 351028  42812 S 399.0   2.2  41:43.03 application
  63130 1001      20   0 1327532 351028  42812 S 402.0   2.2  41:47.05 application
  63130 1001      20   0 1327532 351028  42812 S 397.0   2.2  41:51.02 application
  63130 1001      20   0 1327532 351028  42812 S 403.0   2.2  41:55.09 application
  63130 1001      20   0 1327532 351028  42812 S 397.0   2.2  41:59.06 application
  63130 1001      20   0 1327532 351556  42812 S 402.0   2.2  42:03.08 application
  63130 1001      20   0 1327532 351556  42812 S 400.0   2.2  42:07.08 application
  63130 1001      20   0 1327532 351820  42812 S 399.0   2.2  42:11.07 application
  63130 1001      20   0 1327532 351820  42812 S 404.0   2.2  42:15.11 application
  63130 1001      20   0 1327532 352348  42812 S 403.0   2.2  42:19.14 application
  63130 1001      20   0 1327532 352612  42812 S 397.0   2.2  42:23.11 application
  63130 1001      20   0 1327
