  63130 1001      20   0 1305004 329908  42812 S 146.7   2.0  23:10.99 application
  63130 1001      20   0 1306028 329908  42812 S 405.0   2.0  23:15.04 application
  63130 1001      20   0 1306028 330172  42812 S 399.0   2.0  23:19.03 application
  63130 1001      20   0 1306028 330172  42812 S 403.0   2.0  23:23.06 application
  63130 1001      20   0 1306028 330172  42812 S 396.0   2.0  23:27.06 application
  63130 1001      20   0 1306028 330436  42812 S 401.0   2.0  23:31.07 application
  63130 1001      20   0 1306028 330436  42812 S 401.0   2.0  23:35.08 application
  63130 1001      20   0 1306028 330436  42812 S 401.0   2.0  23:39.09 application
  63130 1001      20   0 1306028 330436  42812 S 401.0   2.0  23:43.10 application
  63130 1001      20   0 1306028 330436  42812 S 402.0   2.0  23:47.12 application
  63130 1001      20   0 1306028 330436  42812 S 401.0   2.0  23:51.13 application
  63130 1001      20   0 1306028 330700  42812 S 395.0   2.0  23:55.12 application
  63130 1001      20   0 1306028 330700  42812 S 401.0   2.0  23:59.13 application
  63130 1001      20   0 1306028 330700  42812 S 402.0   2.0  24:03.15 application
  63130 1001      20   0 1306028 330700  42812 S 400.0   2.0  24:07.15 application
  63130 1001      20   0 1306028 330700  42812 S 403.0   2.0  24:11.18 application
  63130 1001      20   0 1306028 330964  42812 S 398.0   2.0  24:15.16 application
  63130 1001      20   0 1307052 330964  42812 S 402.0   2.0  24:19.18 application
  63130 1001      20   0 1307052 330964  42812 S 402.0   2.0  24:23.20 application
  63130 1001      20   0 1307052 330964  42812 S 400.0   2.0  24:27.20 application
  63130 1001      20   0 1307052 330964  42812 S 396.0   2.0  24:31.20 application
  63130 1001      20   0 1307052 330964  42812 S 401.0   2.0  24:35.21 application
  63130 1001      20   0 1307052 330964  42812 S 400.0   2.0  24:39.21 application
  63130 1001      20   0 1307052 330964  42812 S 401.0   2.0  24:43.22 application
  63130 1001      20   0 1307052 331228  42812 S 401.0   2.0  24:47.23 application
  63130 1001      20   0 1307052 331228  42812 S 399.0   2.0  24:51.22 application
  63130 1001      20   0 1307052 331228  42812 S 401.0   2.0  24:55.23 application
  63130 1001      20   0 1307052 331228  42812 S 396.0   2.0  24:59.23 application
  63130 1001      20   0 1307052 331228  42812 S 402.0   2.0  25:03.25 application
  63130 1001      20   0 1307052 331228  42812 S 399.0   2.0  25:07.24 application
  63130 1001      20   0 1307052 331228  42812 S 400.0   2.0  25:11.24 application
  63130 1001      20   0 1307052 331228  42812 S 405.0   2.0  25:15.29 application
  63130 1001      20   0 1307052 331228  42812 S 399.0   2.0  25:19.28 application
  63130 1001      20   0 1307052 331228  42812 S 400.0   2.0  25:23.28 application
  63130 1001      20   0 1307052 331228  42812 S 401.0   2.0  25:27.29 application
  63130 1001      20   0 1308076 331492  42812 S 403.0   2.0  25:31.32 application
  63130 1001      20   0 1308076 331492  42812 S 398.0   2.0  25:35.34 application
  63130 1001      20   0 1308076 331756  42812 S 394.0   2.0  25:39.28 application
  63130 1001      20   0 1308076 332020  42812 S 405.0   2.0  25:43.33 application
  63130 1001      20   0 1308076 332020  42812 S 401.0   2.0  25:47.34 application
  63130 1001      20   0 1308076 332020  42812 S 401.0   2.0  25:51.35 application
  63130 1001      20   0 1308076 332020  42812 S 398.0   2.0  25:55.33 application
  63130 1001      20   0 1308076 332020  42812 S 401.0   2.0  25:59.34 application
  63130 1001      20   0 1308076 332020  42812 S 401.0   2.0  26:03.35 application
  63130 1001      20   0 1308076 332020  42812 S 400.0   2.0  26:07.35 application
  63130 1001      20   0 1308076 332284  42812 S 396.0   2.0  26:11.35 application
  63130 1001      20   0 1308076 332284  42812 S 398.0   2.0  26:15.33 application
  63130 1001      20   0 1308076 332284  42812 S 403.0   2.0  26:19.36 application
  63130 1001      20   0 1308076 332284  42812 S 401.0   2.0  26:23.37 application
  63130 1001      20   0 1308
