  17209 1001      20   0 1346988 370968  42292 S 173.3   2.3  55:23.99 application
  17209 1001      20   0 1348012 370968  42292 S 410.0   2.3  55:28.09 application
  17209 1001      20   0 1348012 371496  42292 S 400.0   2.3  55:32.09 application
  17209 1001      20   0 1348012 371496  42292 S 400.0   2.3  55:36.09 application
  17209 1001      20   0 1348012 371496  42292 S 395.0   2.3  55:40.08 application
  17209 1001      20   0 1348012 371496  42292 S 401.0   2.3  55:44.09 application
  17209 1001      20   0 1348012 371496  42292 S 400.0   2.3  55:48.09 application
  17209 1001      20   0 1348012 371760  42292 S 400.0   2.3  55:52.09 application
  17209 1001      20   0 1348012 371760  42292 S 400.0   2.3  55:56.09 application
  17209 1001      20   0 1348012 371760  42292 S 400.0   2.3  56:00.09 application
  17209 1001      20   0 1348012 372024  42292 S 399.0   2.3  56:04.08 application
  17209 1001      20   0 1348012 372024  42292 S 401.0   2.3  56:08.09 application
  17209 1001      20   0 1349036 372024  42292 S 396.0   2.3  56:12.09 application
  17209 1001      20   0 1349036 372024  42292 S 401.0   2.3  56:16.10 application
  17209 1001      20   0 1349036 372024  42292 S 401.0   2.3  56:20.11 application
  17209 1001      20   0 1349036 372024  42292 S 401.0   2.3  56:24.12 application
  17209 1001      20   0 1349036 372288  42292 S 401.0   2.3  56:28.13 application
  17209 1001      20   0 1349036 372552  42292 S 400.0   2.3  56:32.13 application
  17209 1001      20   0 1349036 372552  42292 S 401.0   2.3  56:36.14 application
  17209 1001      20   0 1349036 372552  42292 S 401.0   2.3  56:40.15 application
  17209 1001      20   0 1349036 372816  42292 S 398.0   2.3  56:44.17 application
  17209 1001      20   0 1349036 373080  42292 S 400.0   2.3  56:48.17 application
  17209 1001      20   0 1349036 373080  42292 S 401.0   2.3  56:52.18 application
  17209 1001      20   0 1349036 373080  42292 S 401.0   2.3  56:56.19 application
  17209 1001      20   0 1350060 373080  42292 S 401.0   2.3  57:00.20 application
  17209 1001      20   0 1350060 373080  42292 S 399.0   2.3  57:04.19 application
  17209 1001      20   0 1350060 373608  42292 S 403.0   2.3  57:08.22 application
  17209 1001      20   0 1350060 373872  42292 S 400.0   2.3  57:12.22 application
  17209 1001      20   0 1350060 373872  42292 S 398.0   2.3  57:16.24 application
  17209 1001      20   0 1350060 373872  42292 S 401.0   2.3  57:20.25 application
  17209 1001      20   0 1350060 373872  42292 S 401.0   2.3  57:24.26 application
  17209 1001      20   0 1350060 373872  42292 S 401.0   2.3  57:28.27 application
  17209 1001      20   0 1350060 373872  42292 S 400.0   2.3  57:32.27 application
  17209 1001      20   0 1350060 373872  42292 S 402.0   2.3  57:36.29 application
  17209 1001      20   0 1350060 373872  42292 S 399.0   2.3  57:40.28 application
  17209 1001      20   0 1350060 374136  42292 S 401.0   2.3  57:44.29 application
  17209 1001      20   0 1351084 374136  42292 S 401.0   2.3  57:48.30 application
  17209 1001      20   0 1351084 374400  42292 S 398.0   2.3  57:52.32 application
  17209 1001      20   0 1351084 374400  42292 S 400.0   2.3  57:56.32 application
  17209 1001      20   0 1351084 374400  42292 S 401.0   2.3  58:00.33 application
  17209 1001      20   0 1351084 374664  42292 S 401.0   2.3  58:04.34 application
  17209 1001      20   0 1351084 374664  42292 S 400.0   2.3  58:08.34 application
  17209 1001      20   0 1351084 374664  42292 S 403.0   2.3  58:12.37 application
  17209 1001      20   0 1351084 374664  42292 S 397.0   2.3  58:16.34 application
  17209 1001      20   0 1351084 374928  42292 S 402.0   2.3  58:20.36 application
  17209 1001      20   0 1351084 374928  42292 S 398.0   2.3  58:24.38 application
  17209 1001      20   0 1351084 374928  42292 S 399.0   2.3  58:28.37 application
  17209 1001      20   0 1351084 374928  42292 S 403.0   2.3  58:32.40 application
  17209 1001      20   0 1352108 375192  42292 S 402.0   2.3  58:36.42 application
  17209 1001      20   0 1352
