  17209 1001      20   0 1295788 318960  42292 S   0.0   2.0  11:37.68 application
  17209 1001      20   0 1295788 319224  42292 S 279.0   2.0  11:40.47 application
  17209 1001      20   0 1295788 319488  42292 S 392.0   2.0  11:44.39 application
  17209 1001      20   0 1295788 319488  42292 S 395.0   2.0  11:48.38 application
  17209 1001      20   0 1296812 319752  42292 S 394.0   2.0  11:52.32 application
  17209 1001      20   0 1296812 319752  42292 S 397.0   2.0  11:56.29 application
  17209 1001      20   0 1296812 320016  42292 S 397.0   2.0  12:00.26 application
  17209 1001      20   0 1296812 320016  42292 S 396.0   2.0  12:04.22 application
  17209 1001      20   0 1296812 320016  42292 S 396.0   2.0  12:08.18 application
  17209 1001      20   0 1296812 320016  42292 S 398.0   2.0  12:12.16 application
  17209 1001      20   0 1296812 320016  42292 S 391.1   2.0  12:16.11 application
  17209 1001      20   0 1296812 320016  42292 S 394.0   2.0  12:20.05 application
  17209 1001      20   0 1296812 320016  42292 S 391.0   2.0  12:23.96 application
  17209 1001      20   0 1296812 320016  42292 S 388.0   2.0  12:27.84 application
  17209 1001      20   0 1296812 320016  42292 S 389.0   2.0  12:31.73 application
  17209 1001      20   0 1296812 320016  42292 S 397.0   2.0  12:35.70 application
  17209 1001      20   0 1296812 320016  42292 S 396.0   2.0  12:39.66 application
  17209 1001      20   0 1296812 320016  42292 S 394.1   2.0  12:43.64 application
  17209 1001      20   0 1296812 320016  42292 S 398.0   2.0  12:47.62 application
  17209 1001      20   0 1296812 320016  42292 S 391.0   2.0  12:51.53 application
  17209 1001      20   0 1296812 320016  42292 S 394.0   2.0  12:55.47 application
  17209 1001      20   0 1296812 320280  42292 S 390.0   2.0  12:59.37 application
  17209 1001      20   0 1296812 320544  42292 S 389.0   2.0  13:03.26 application
  17209 1001      20   0 1296812 320544  42292 S 388.0   2.0  13:07.14 application
  17209 1001      20   0 1296812 320808  42292 S 391.0   2.0  13:11.05 application
  17209 1001      20   0 1296812 320808  42292 S 386.1   2.0  13:14.95 application
  17209 1001      20   0 1296812 320808  42292 S 380.0   2.0  13:18.75 application
  17209 1001      20   0 1296812 320808  42292 S 391.0   2.0  13:22.66 application
  17209 1001      20   0 1297836 320808  42292 S 386.0   2.0  13:26.52 application
  17209 1001      20   0 1297836 320808  42292 S 391.0   2.0  13:30.43 application
  17209 1001      20   0 1297836 320808  42292 S 401.0   2.0  13:34.44 application
  17209 1001      20   0 1297836 320808  42292 S 398.0   2.0  13:38.42 application
  17209 1001      20   0 1297836 320808  42292 S 395.0   2.0  13:42.41 application
  17209 1001      20   0 1298860 321336  42292 S 383.0   2.0  13:46.24 application
  17209 1001      20   0 1298860 322128  42292 S 390.0   2.0  13:50.14 application
  17209 1001      20   0 1298860 322128  42292 S 397.0   2.0  13:54.11 application
  17209 1001      20   0 1298860 322392  42292 S 392.0   2.0  13:58.03 application
  17209 1001      20   0 1298860 322656  42292 S 390.0   2.0  14:01.93 application
  17209 1001      20   0 1298860 322656  42292 S 395.0   2.0  14:05.88 application
  17209 1001      20   0 1298860 322656  42292 S 396.0   2.0  14:09.84 application
  17209 1001      20   0 1298860 322656  42292 S 397.0   2.0  14:13.81 application
  17209 1001      20   0 1298860 322656  42292 S 400.0   2.0  14:17.85 application
  17209 1001      20   0 1298860 322656  42292 S 400.0   2.0  14:21.85 application
  17209 1001      20   0 1298860 322656  42292 S 395.0   2.0  14:25.80 application
  17209 1001      20   0 1298860 322656  42292 S 398.0   2.0  14:29.78 application
  17209 1001      20   0 1298860 322656  42292 S 398.0   2.0  14:33.76 application
  17209 1001      20   0 1298860 322920  42292 S 399.0   2.0  14:37.75 application
  17209 1001      20   0 1298860 323184  42292 S 397.0   2.0  14:41.72 application
  17209 1001      20   0 1298860 323184  42292 S 394.1   2.0  14:45.70 application
  17209 1001      20   0 1298
