  63130 1001      20   0 1298860 322780  42812 S 126.7   2.0  15:22.16 application
  63130 1001      20   0 1298860 323308  42812 S 381.2   2.0  15:26.01 application
  63130 1001      20   0 1298860 323308  42812 S 385.0   2.0  15:29.86 application
  63130 1001      20   0 1298860 323308  42812 S 373.0   2.0  15:33.59 application
  63130 1001      20   0 1298860 323308  42812 S 375.0   2.0  15:37.34 application
  63130 1001      20   0 1298860 323308  42812 S 373.0   2.0  15:41.07 application
  63130 1001      20   0 1298860 323308  42812 S 382.0   2.0  15:44.89 application
  63130 1001      20   0 1298860 323308  42812 S 384.0   2.0  15:48.73 application
  63130 1001      20   0 1298860 323572  42812 S 382.0   2.0  15:52.55 application
  63130 1001      20   0 1299884 323836  42812 S 385.1   2.0  15:56.44 application
  63130 1001      20   0 1299884 323836  42812 S 391.0   2.0  16:00.35 application
  63130 1001      20   0 1299884 323836  42812 S 383.0   2.0  16:04.18 application
  63130 1001      20   0 1299884 323836  42812 S 383.0   2.0  16:08.01 application
  63130 1001      20   0 1299884 323836  42812 S 379.0   2.0  16:11.80 application
  63130 1001      20   0 1299884 323836  42812 S 389.0   2.0  16:15.69 application
  63130 1001      20   0 1299884 323836  42812 S 387.0   2.0  16:19.56 application
  63130 1001      20   0 1299884 323836  42812 S 389.0   2.0  16:23.45 application
  63130 1001      20   0 1299884 324100  42812 S 382.2   2.0  16:27.31 application
  63130 1001      20   0 1299884 324100  42812 S 390.0   2.0  16:31.21 application
  63130 1001      20   0 1299884 324100  42812 S 389.0   2.0  16:35.10 application
  63130 1001      20   0 1299884 324100  42812 S 392.0   2.0  16:39.02 application
  63130 1001      20   0 1299884 324100  42812 S 376.0   2.0  16:42.78 application
  63130 1001      20   0 1299884 324100  42812 S 376.0   2.0  16:46.54 application
  63130 1001      20   0 1299884 324100  42812 S 387.0   2.0  16:50.41 application
  63130 1001      20   0 1299884 324100  42812 S 375.0   2.0  16:54.16 application
  63130 1001      20   0 1299884 324100  42812 S 379.2   2.0  16:57.99 application
  63130 1001      20   0 1299884 324100  42812 S 383.0   2.0  17:01.82 application
  63130 1001      20   0 1299884 324100  42812 S 380.0   2.0  17:05.62 application
  63130 1001      20   0 1299884 324628  42812 S 381.0   2.0  17:09.43 application
  63130 1001      20   0 1299884 324628  42812 S 383.0   2.0  17:13.26 application
  63130 1001      20   0 1299884 324628  42812 S 382.0   2.0  17:17.08 application
  63130 1001      20   0 1299884 324628  42812 S 382.0   2.0  17:20.90 application
  63130 1001      20   0 1299884 324628  42812 S 381.0   2.0  17:24.71 application
  63130 1001      20   0 1299884 324892  42812 S 379.2   2.0  17:28.54 application
  63130 1001      20   0 1299884 324892  42812 S 375.0   2.0  17:32.29 application
  63130 1001      20   0 1299884 324892  42812 S 376.0   2.0  17:36.05 application
  63130 1001      20   0 1300908 324892  42812 S 375.0   2.0  17:39.80 application
  63130 1001      20   0 1300908 324892  42812 S 382.0   2.0  17:43.62 application
  63130 1001      20   0 1300908 324892  42812 S 384.0   2.0  17:47.46 application
  63130 1001      20   0 1300908 324892  42812 S 377.0   2.0  17:51.23 application
  63130 1001      20   0 1300908 324892  42812 S 374.3   2.0  17:55.01 application
  63130 1001      20   0 1300908 324892  42812 S 371.0   2.0  17:58.72 application
  63130 1001      20   0 1300908 324892  42812 S 387.0   2.0  18:02.59 application
  63130 1001      20   0 1300908 324892  42812 S 384.0   2.0  18:06.43 application
  63130 1001      20   0 1300908 324892  42812 S 391.0   2.0  18:10.34 application
  63130 1001      20   0 1300908 325156  42812 S 388.0   2.0  18:14.22 application
  63130 1001      20   0 1300908 325156  42812 S 384.0   2.0  18:18.06 application
  63130 1001      20   0 1300908 325156  42812 S 380.0   2.0  18:21.86 application
  63130 1001      20   0 1300908 325156  42812 S 387.1   2.0  18:25.77 application
  63130 1001      20   0 1300
