   6003 root      20   0   13.3g 579144  28996 S 126.7   3.6  13:14.06 java
   6003 root      20   0   13.3g 579324  28996 S 336.0   3.6  13:17.42 java
   6003 root      20   0   13.3g 579324  28996 S 328.0   3.6  13:20.70 java
   6003 root      20   0   13.3g 579324  28996 S 329.0   3.6  13:23.99 java
   6003 root      20   0   13.3g 579324  28996 S 329.0   3.6  13:27.28 java
   6003 root      20   0   13.3g 579324  28996 S 331.0   3.6  13:30.59 java
   6003 root      20   0   13.3g 579500  28996 S 325.7   3.6  13:33.88 java
   6003 root      20   0   13.3g 580796  28996 S 334.0   3.6  13:37.22 java
   6003 root      20   0   13.3g 580796  28996 S 329.0   3.6  13:40.51 java
   6003 root      20   0   13.3g 580940  28996 S 327.0   3.6  13:43.78 java
   6003 root      20   0   13.3g 581080  28996 S 327.0   3.6  13:47.05 java
   6003 root      20   0   13.3g 581248  28996 S 328.0   3.6  13:50.33 java
   6003 root      20   0   13.3g 581248  28996 S 328.0   3.6  13:53.61 java
   6003 root      20   0   13.3g 581248  28996 S 331.0   3.6  13:56.92 java
   6003 root      20   0   13.3g 581248  28996 S 325.0   3.6  14:00.17 java
   6003 root      20   0   13.3g 581248  28996 S 327.0   3.6  14:03.44 java
   6003 root      20   0   13.3g 581248  28996 S 324.8   3.6  14:06.72 java
   6003 root      20   0   13.3g 581248  28996 S 328.0   3.6  14:10.00 java
   6003 root      20   0   13.3g 581388  28996 S 330.0   3.6  14:13.30 java
   6003 root      20   0   13.3g 581388  28996 S 327.0   3.6  14:16.57 java
   6003 root      20   0   13.3g 581388  28996 S 332.0   3.6  14:19.89 java
   6003 root      20   0   13.3g 581388  28996 S 333.0   3.6  14:23.22 java
   6003 root      20   0   13.3g 581388  28996 S 327.0   3.6  14:26.49 java
   6003 root      20   0   13.3g 581388  28996 S 336.0   3.6  14:29.85 java
   6003 root      20   0   13.3g 581544  28996 S 330.0   3.6  14:33.15 java
   6003 root      20   0   13.3g 581904  28996 S 328.0   3.6  14:36.43 java
   6003 root      20   0   13.3g 582036  28996 S 324.8   3.6  14:39.71 java
   6003 root      20   0   13.3g 582036  28996 S 329.0   3.6  14:43.00 java
   6003 root      20   0   13.3g 582036  28996 S 328.0   3.6  14:46.28 java
   6003 root      20   0   13.3g 582036  28996 S 330.0   3.6  14:49.58 java
   6003 root      20   0   13.3g 582036  28996 S 332.0   3.6  14:52.90 java
   6003 root      20   0   13.3g 582036  28996 S 331.0   3.6  14:56.21 java
   6003 root      20   0   13.3g 583188  28996 S 332.0   3.6  14:59.53 java
   6003 root      20   0   13.3g 583188  28996 S 329.0   3.6  15:02.82 java
   6003 root      20   0   13.3g 583188  28996 S 331.0   3.6  15:06.13 java
   6003 root      20   0   13.3g 583436  28996 S 324.0   3.6  15:09.37 java
   6003 root      20   0   13.3g 583436  28996 S 330.7   3.6  15:12.71 java
   6003 root      20   0   13.3g 583436  28996 S 332.0   3.6  15:16.03 java
   6003 root      20   0   13.3g 583548  28996 S 330.0   3.6  15:19.33 java
   6003 root      20   0   13.3g 583548  28996 S 331.0   3.6  15:22.64 java
   6003 root      20   0   13.3g 583548  28996 S 334.0   3.6  15:25.98 java
   6003 root      20   0   13.3g 583676  28996 S 328.0   3.6  15:29.26 java
   6003 root      20   0   13.3g 583676  28996 S 331.0   3.6  15:32.57 java
   6003 root      20   0   13.3g 583940  28996 S 331.0   3.6  15:35.88 java
   6003 root      20   0   13.3g 583940  28996 S 332.0   3.6  15:39.20 java
   6003 root      20   0   13.3g 584076  28996 S 328.0   3.6  15:42.48 java
   6003 root      20   0   13.3g 584076  28996 S 321.8   3.6  15:45.73 java
   6003 root      20   0   13.3g 584208  28996 S 328.0   3.6  15:49.01 java
   6003 root      20   0   13.3g 584208  28996 S 335.0   3.6  15:52.36 java
   6003 root      20   0   13.3g 584208  28996 S 332.0   3.6  15:55.68 java
   6003 root      20   0   13.3g 584208  28996 S 331.0   3.6  15:58.99 java
   6003 root      20   0   13.3g 584576  28996 S 330.0   3.6  16:02.29 java
   6003 root      20   0   13.3g 584576  28996 S 334.0   3.6  16:05.63 java
   6003 root      20   0   13.3g 584576  28996 S 328.0   3.6  16:08.
