   6769 root      20   0   13.2g 732288  29048 S 426.7   4.5  41:47.85 java
   6769 root      20   0   13.2g 732948  29048 S 396.0   4.5  41:51.85 java
   6769 root      20   0   13.2g 732948  29048 S 400.0   4.5  41:55.85 java
   6769 root      20   0   13.2g 732948  29048 S 400.0   4.5  41:59.85 java
   6769 root      20   0   13.2g 732948  29048 S 400.0   4.5  42:03.85 java
   6769 root      20   0   13.2g 733124  29048 S 400.0   4.5  42:07.85 java
   6769 root      20   0   13.2g 733124  29048 S 400.0   4.5  42:11.85 java
   6769 root      20   0   13.2g 733444  29048 S 399.0   4.5  42:15.84 java
   6769 root      20   0   13.2g 733624  29048 S 401.0   4.5  42:19.85 java
   6769 root      20   0   13.2g 733624  29048 S 396.0   4.5  42:23.85 java
   6769 root      20   0   13.2g 733624  29048 S 400.0   4.5  42:27.85 java
   6769 root      20   0   13.2g 733748  29048 S 399.0   4.5  42:31.84 java
   6769 root      20   0   13.2g 733916  29048 S 401.0   4.5  42:35.85 java
   6769 root      20   0   13.2g 733916  29048 S 399.0   4.5  42:39.84 java
   6769 root      20   0   13.2g 734084  29048 S 400.0   4.5  42:43.84 java
   6769 root      20   0   13.2g 735404  29048 S 401.0   4.5  42:47.85 java
   6769 root      20   0   13.2g 735584  29048 S 396.0   4.5  42:51.85 java
   6769 root      20   0   13.2g 735676  29048 S 400.0   4.5  42:55.85 java
   6769 root      20   0   13.2g 735676  29048 S 401.0   4.5  42:59.86 java
   6769 root      20   0   13.2g 735676  29048 S 400.0   4.5  43:03.86 java
   6769 root      20   0   13.2g 735676  29048 S 402.0   4.5  43:07.88 java
   6769 root      20   0   13.2g 735736  29048 S 400.0   4.5  43:11.88 java
   6769 root      20   0   13.2g 735736  29048 S 402.0   4.5  43:15.90 java
   6769 root      20   0   13.2g 735736  29048 S 401.0   4.5  43:19.91 java
   6769 root      20   0   13.2g 735736  29048 S 401.0   4.5  43:23.92 java
   6769 root      20   0   13.2g 735736  29048 S 398.0   4.5  43:27.90 java
   6769 root      20   0   13.2g 735836  29048 S 405.0   4.5  43:31.95 java
   6769 root      20   0   13.2g 735836  29048 S 395.0   4.5  43:35.94 java
   6769 root      20   0   13.2g 735836  29048 S 404.0   4.5  43:39.98 java
   6769 root      20   0   13.2g 735964  29048 S 399.0   4.5  43:43.97 java
   6769 root      20   0   13.2g 735964  29048 S 399.0   4.5  43:47.96 java
   6769 root      20   0   13.2g 736108  29048 S 399.0   4.5  43:51.95 java
   6769 root      20   0   13.2g 736108  29048 S 404.0   4.5  43:55.99 java
   6769 root      20   0   13.2g 736108  29048 S 404.0   4.5  44:00.03 java
   6769 root      20   0   13.2g 736244  29048 S 400.0   4.5  44:04.03 java
   6769 root      20   0   13.2g 736244  29048 S 396.0   4.5  44:07.99 java
   6769 root      20   0   13.2g 736244  29048 S 406.0   4.5  44:12.05 java
   6769 root      20   0   13.2g 736480  29048 S 397.0   4.5  44:16.06 java
   6769 root      20   0   13.2g 736480  29048 S 399.0   4.5  44:20.05 java
   6769 root      20   0   13.2g 736480  29048 S 402.0   4.5  44:24.07 java
   6769 root      20   0   13.2g 736480  29048 S 400.0   4.5  44:28.07 java
   6769 root      20   0   13.2g 736736  29048 S 397.0   4.5  44:32.04 java
   6769 root      20   0   13.2g 736736  29048 S 406.0   4.5  44:36.10 java
   6769 root      20   0   13.2g 736736  29048 S 403.0   4.5  44:40.13 java
   6769 root      20   0   13.2g 736884  29048 S 398.0   4.5  44:44.11 java
   6769 root      20   0   13.2g 737028  29048 S 403.0   4.5  44:48.14 java
   6769 root      20   0   13.2g 737348  29048 S 398.0   4.5  44:52.12 java
   6769 root      20   0   13.2g 737348  29048 S 394.1   4.5  44:56.10 java
   6769 root      20   0   13.2g 737348  29048 S 407.0   4.5  45:00.17 java
   6769 root      20   0   13.2g 737532  29048 S 401.0   4.5  45:04.18 java
   6769 root      20   0   13.2g 737668  29048 S 392.0   4.5  45:08.10 java
   6769 root      20   0   13.2g 737668  29048 S 405.0   4.5  45:12.15 java
   6769 root      20   0   13.2g 737668  29048 S 406.0   4.5  45:16.21 java
   6769 root      20   0   13.2g 738372  29048 S 394.0   4.5  45:20.
