  53030 root      20   0   12.9g 733208  29172 S 193.3   4.5  44:51.60 java
  53030 root      20   0   12.9g 734200  29172 S 410.0   4.5  44:55.70 java
  53030 root      20   0   12.9g 734200  29172 S 400.0   4.5  44:59.70 java
  53030 root      20   0   12.9g 734200  29172 S 400.0   4.5  45:03.70 java
  53030 root      20   0   12.9g 734200  29172 S 399.0   4.5  45:07.69 java
  53030 root      20   0   12.9g 734468  29172 S 396.0   4.5  45:11.69 java
  53030 root      20   0   12.9g 734468  29172 S 400.0   4.5  45:15.69 java
  53030 root      20   0   12.9g 734468  29172 S 400.0   4.5  45:19.69 java
  53030 root      20   0   12.9g 734468  29172 S 400.0   4.5  45:23.69 java
  53030 root      20   0   12.9g 734468  29172 S 401.0   4.5  45:27.70 java
  53030 root      20   0   12.9g 734468  29172 S 400.0   4.5  45:31.70 java
  53030 root      20   0   12.9g 734468  29172 S 400.0   4.5  45:35.70 java
  53030 root      20   0   12.9g 734468  29172 S 395.0   4.5  45:39.69 java
  53030 root      20   0   12.9g 734468  29172 S 401.0   4.5  45:43.70 java
  53030 root      20   0   12.9g 734468  29172 S 401.0   4.5  45:47.71 java
  53030 root      20   0   12.9g 734716  29172 S 400.0   4.5  45:51.71 java
  53030 root      20   0   12.9g 734716  29172 S 402.0   4.5  45:55.73 java
  53030 root      20   0   12.9g 734716  29172 S 399.0   4.5  45:59.72 java
  53030 root      20   0   12.9g 734716  29172 S 402.0   4.5  46:03.74 java
  53030 root      20   0   12.9g 734716  29172 S 402.0   4.5  46:07.76 java
  53030 root      20   0   12.9g 735136  29172 S 400.0   4.5  46:11.76 java
  53030 root      20   0   12.9g 735136  29172 S 402.0   4.5  46:15.78 java
  53030 root      20   0   12.9g 735136  29172 S 399.0   4.5  46:19.77 java
  53030 root      20   0   12.9g 735136  29172 S 397.0   4.5  46:23.78 java
  53030 root      20   0   12.9g 735312  29172 S 402.0   4.5  46:27.80 java
  53030 root      20   0   12.9g 735312  29172 S 403.0   4.5  46:31.83 java
  53030 root      20   0   12.9g 735312  29172 S 400.0   4.5  46:35.83 java
  53030 root      20   0   12.9g 735460  29172 S 400.0   4.5  46:39.83 java
  53030 root      20   0   12.9g 735460  29172 S 398.0   4.5  46:43.81 java
  53030 root      20   0   12.9g 735460  29172 S 405.0   4.5  46:47.86 java
  53030 root      20   0   12.9g 735460  29172 S 403.0   4.5  46:51.89 java
  53030 root      20   0   12.9g 735460  29172 S 397.0   4.5  46:55.86 java
  53030 root      20   0   12.9g 735460  29172 S 404.0   4.5  46:59.90 java
  53030 root      20   0   12.9g 736616  29172 S 396.0   4.5  47:03.90 java
  53030 root      20   0   12.9g 736720  29172 S 402.0   4.5  47:07.92 java
  53030 root      20   0   12.9g 736720  29172 S 399.0   4.5  47:11.91 java
  53030 root      20   0   12.9g 736720  29172 S 404.0   4.5  47:15.95 java
  53030 root      20   0   12.9g 736720  29172 S 396.0   4.5  47:19.91 java
  53030 root      20   0   12.9g 736720  29172 S 396.0   4.5  47:23.87 java
  53030 root      20   0   12.9g 736720  29172 S 410.0   4.5  47:27.97 java
  53030 root      20   0   12.9g 736720  29172 S 401.0   4.5  47:31.98 java
  53030 root      20   0   12.9g 736720  29172 S 396.0   4.5  47:35.94 java
  53030 root      20   0   12.9g 736720  29172 S 396.0   4.5  47:39.94 java
  53030 root      20   0   12.9g 736720  29172 S 407.0   4.5  47:44.01 java
  53030 root      20   0   12.9g 736720  29172 S 392.0   4.5  47:47.93 java
  53030 root      20   0   12.9g 736720  29172 S 411.0   4.5  47:52.04 java
  53030 root      20   0   12.9g 736720  29172 S 400.0   4.5  47:56.04 java
  53030 root      20   0   12.9g 736720  29172 S 401.0   4.5  48:00.05 java
  53030 root      20   0   12.9g 736720  29172 S 396.0   4.5  48:04.01 java
  53030 root      20   0   12.9g 736720  29172 S 402.0   4.5  48:08.03 java
  53030 root      20   0   12.9g 736720  29172 S 398.0   4.5  48:12.01 java
  53030 root      20   0   12.9g 736720  29172 S 407.0   4.5  48:16.08 java
  53030 root      20   0   12.9g 736720  29172 S 400.0   4.5  48:20.08 java
  53030 root      20   0   12.9g 736720  29172 S 391.1   4.5  48:24.
