  14760 1001      20   0 1309096 333296  42988 S   0.0   2.0  27:06.20 application
  14760 1001      20   0 1309096 333824  42988 S 383.0   2.0  27:10.03 application
  14760 1001      20   0 1309096 334088  42988 S 397.0   2.0  27:14.04 application
  14760 1001      20   0 1309096 334088  42988 S 402.0   2.0  27:18.06 application
  14760 1001      20   0 1309096 334088  42988 S 400.0   2.0  27:22.06 application
  14760 1001      20   0 1310120 334088  42988 S 401.0   2.0  27:26.07 application
  14760 1001      20   0 1310120 334088  42988 S 400.0   2.0  27:30.07 application
  14760 1001      20   0 1310120 334088  42988 S 401.0   2.0  27:34.08 application
  14760 1001      20   0 1310120 334088  42988 S 403.0   2.0  27:38.11 application
  14760 1001      20   0 1310120 334088  42988 S 396.0   2.0  27:42.11 application
  14760 1001      20   0 1310120 334352  42988 S 401.0   2.1  27:46.12 application
  14760 1001      20   0 1310120 334352  42988 S 400.0   2.1  27:50.12 application
  14760 1001      20   0 1310120 334352  42988 S 401.0   2.1  27:54.13 application
  14760 1001      20   0 1310120 334352  42988 S 402.0   2.1  27:58.15 application
  14760 1001      20   0 1310120 334352  42988 S 399.0   2.1  28:02.14 application
  14760 1001      20   0 1310120 334616  42988 S 402.0   2.1  28:06.16 application
  14760 1001      20   0 1310120 334616  42988 S 401.0   2.1  28:10.17 application
  14760 1001      20   0 1310120 334880  42988 S 397.0   2.1  28:14.18 application
  14760 1001      20   0 1310120 334880  42988 S 402.0   2.1  28:18.20 application
  14760 1001      20   0 1310120 335408  42988 S 401.0   2.1  28:22.21 application
  14760 1001      20   0 1311144 335408  42988 S 401.0   2.1  28:26.22 application
  14760 1001      20   0 1311144 335408  42988 S 399.0   2.1  28:30.21 application
  14760 1001      20   0 1311144 335408  42988 S 400.0   2.1  28:34.21 application
  14760 1001      20   0 1311144 335408  42988 S 398.0   2.1  28:38.23 application
  14760 1001      20   0 1311144 335408  42988 S 401.0   2.1  28:42.24 application
  14760 1001      20   0 1311144 335408  42988 S 402.0   2.1  28:46.26 application
  14760 1001      20   0 1311144 335672  42988 S 400.0   2.1  28:50.26 application
  14760 1001      20   0 1311144 335672  42988 S 399.0   2.1  28:54.25 application
  14760 1001      20   0 1311144 335672  42988 S 401.0   2.1  28:58.26 application
  14760 1001      20   0 1311144 335672  42988 S 402.0   2.1  29:02.28 application
  14760 1001      20   0 1311144 335672  42988 S 400.0   2.1  29:06.28 application
  14760 1001      20   0 1311144 335672  42988 S 399.0   2.1  29:10.31 application
  14760 1001      20   0 1311144 335936  42988 S 400.0   2.1  29:14.31 application
  14760 1001      20   0 1311144 335936  42988 S 399.0   2.1  29:18.30 application
  14760 1001      20   0 1311144 335936  42988 S 402.0   2.1  29:22.32 application
  14760 1001      20   0 1312168 335936  42988 S 398.0   2.1  29:26.30 application
  14760 1001      20   0 1312168 336200  42988 S 403.0   2.1  29:30.33 application
  14760 1001      20   0 1312168 336200  42988 S 401.0   2.1  29:34.34 application
  14760 1001      20   0 1312168 336200  42988 S 397.0   2.1  29:38.35 application
  14760 1001      20   0 1312168 336464  42988 S 399.0   2.1  29:42.34 application
  14760 1001      20   0 1312168 336464  42988 S 401.0   2.1  29:46.35 application
  14760 1001      20   0 1312168 336728  42988 S 401.0   2.1  29:50.36 application
  14760 1001      20   0 1312168 336728  42988 S 400.0   2.1  29:54.36 application
  14760 1001      20   0 1312168 336728  42988 S 401.0   2.1  29:58.37 application
  14760 1001      20   0 1312168 336728  42988 S 398.0   2.1  30:02.35 application
  14760 1001      20   0 1312168 336728  42988 S 401.0   2.1  30:06.36 application
  14760 1001      20   0 1312168 336728  42988 S 396.0   2.1  30:10.36 application
  14760 1001      20   0 1312168 336992  42988 S 400.0   2.1  30:14.36 application
  14760 1001      20   0 1312168 336992  42988 S 400.0   2.1  30:18.36 application
  14760 1001      20   0 1312
