  14760 1001      20   0 1323432 347552  42988 S 100.0   2.1  39:06.41 application
  14760 1001      20   0 1323432 348080  42988 S 410.0   2.1  39:10.51 application
  14760 1001      20   0 1324456 348080  42988 S 406.0   2.1  39:14.57 application
  14760 1001      20   0 1324456 348344  42988 S 401.0   2.1  39:18.58 application
  14760 1001      20   0 1324456 348608  42988 S 396.0   2.1  39:22.58 application
  14760 1001      20   0 1324456 348608  42988 S 401.0   2.1  39:26.59 application
  14760 1001      20   0 1324456 348608  42988 S 401.0   2.1  39:30.60 application
  14760 1001      20   0 1324456 348872  42988 S 400.0   2.1  39:34.60 application
  14760 1001      20   0 1324456 348872  42988 S 402.0   2.1  39:38.62 application
  14760 1001      20   0 1324456 349136  42988 S 403.0   2.1  39:42.65 application
  14760 1001      20   0 1324456 349136  42988 S 401.0   2.1  39:46.66 application
  14760 1001      20   0 1324456 349136  42988 S 396.0   2.1  39:50.66 application
  14760 1001      20   0 1324456 349136  42988 S 401.0   2.1  39:54.67 application
  14760 1001      20   0 1324456 349136  42988 S 401.0   2.1  39:58.68 application
  14760 1001      20   0 1325480 349400  42988 S 399.0   2.1  40:02.67 application
  14760 1001      20   0 1325480 349400  42988 S 401.0   2.1  40:06.68 application
  14760 1001      20   0 1325480 349400  42988 S 401.0   2.1  40:10.69 application
  14760 1001      20   0 1325480 349400  42988 S 397.0   2.1  40:14.66 application
  14760 1001      20   0 1325480 349400  42988 S 404.0   2.1  40:18.70 application
  14760 1001      20   0 1325480 349664  42988 S 400.0   2.1  40:22.70 application
  14760 1001      20   0 1325480 349664  42988 S 396.0   2.1  40:26.70 application
  14760 1001      20   0 1325480 349664  42988 S 400.0   2.1  40:30.70 application
  14760 1001      20   0 1325480 349664  42988 S 400.0   2.1  40:34.70 application
  14760 1001      20   0 1325480 349664  42988 S 400.0   2.1  40:38.70 application
  14760 1001      20   0 1325480 350192  42988 S 400.0   2.1  40:42.70 application
  14760 1001      20   0 1325480 350192  42988 S 400.0   2.1  40:46.70 application
  14760 1001      20   0 1325480 350192  42988 S 399.0   2.1  40:50.69 application
  14760 1001      20   0 1326504 350192  42988 S 401.0   2.1  40:54.70 application
  14760 1001      20   0 1326504 350456  42988 S 396.0   2.1  40:58.70 application
  14760 1001      20   0 1326504 350456  42988 S 400.0   2.1  41:02.70 application
  14760 1001      20   0 1326504 350456  42988 S 400.0   2.1  41:06.70 application
  14760 1001      20   0 1326504 350456  42988 S 399.0   2.1  41:10.69 application
  14760 1001      20   0 1326504 350720  42988 S 400.0   2.2  41:14.69 application
  14760 1001      20   0 1326504 350984  42988 S 401.0   2.2  41:18.70 application
  14760 1001      20   0 1326504 350984  42988 S 400.0   2.2  41:22.70 application
  14760 1001      20   0 1326504 351248  42988 S 400.0   2.2  41:26.70 application
  14760 1001      20   0 1326504 351512  42988 S 396.0   2.2  41:30.70 application
  14760 1001      20   0 1327528 352568  42988 S 400.0   2.2  41:34.70 application
  14760 1001      20   0 1327528 352832  42988 S 399.0   2.2  41:38.69 application
  14760 1001      20   0 1327528 352832  42988 S 401.0   2.2  41:42.70 application
  14760 1001      20   0 1327528 352832  42988 S 399.0   2.2  41:46.69 application
  14760 1001      20   0 1327528 352832  42988 S 401.0   2.2  41:50.70 application
  14760 1001      20   0 1327528 352832  42988 S 400.0   2.2  41:54.70 application
  14760 1001      20   0 1327528 352832  42988 S 399.0   2.2  41:58.69 application
  14760 1001      20   0 1327528 352832  42988 S 396.0   2.2  42:02.69 application
  14760 1001      20   0 1327528 352832  42988 S 400.0   2.2  42:06.69 application
  14760 1001      20   0 1327528 352832  42988 S 401.0   2.2  42:10.70 application
  14760 1001      20   0 1327528 352832  42988 S 400.0   2.2  42:14.70 application
  14760 1001      20   0 1327528 352832  42988 S 399.0   2.2  42:18.69 application
  14760 1001      20   0 1327
