  14760 1001      20   0 1357224 381608  42988 S 153.3   2.3  63:06.49 application
  14760 1001      20   0 1358248 381872  42988 S 412.0   2.3  63:10.61 application
  14760 1001      20   0 1358248 381872  42988 S 395.0   2.3  63:14.60 application
  14760 1001      20   0 1358248 382136  42988 S 402.0   2.3  63:18.62 application
  14760 1001      20   0 1358248 382400  42988 S 399.0   2.3  63:22.61 application
  14760 1001      20   0 1358248 382400  42988 S 402.0   2.3  63:26.63 application
  14760 1001      20   0 1358248 382664  42988 S 399.0   2.3  63:30.62 application
  14760 1001      20   0 1358248 382664  42988 S 401.0   2.3  63:34.63 application
  14760 1001      20   0 1358248 382928  42988 S 402.0   2.3  63:38.65 application
  14760 1001      20   0 1358248 383192  42988 S 401.0   2.3  63:42.66 application
  14760 1001      20   0 1359272 383192  42988 S 397.0   2.3  63:46.67 application
  14760 1001      20   0 1359272 383456  42988 S 401.0   2.4  63:50.68 application
  14760 1001      20   0 1359272 383456  42988 S 398.0   2.4  63:54.66 application
  14760 1001      20   0 1359272 383456  42988 S 405.0   2.4  63:58.71 application
  14760 1001      20   0 1359272 383720  42988 S 399.0   2.4  64:02.70 application
  14760 1001      20   0 1359272 383720  42988 S 403.0   2.4  64:06.73 application
  14760 1001      20   0 1359272 383720  42988 S 400.0   2.4  64:10.73 application
  14760 1001      20   0 1359272 383984  42988 S 393.1   2.4  64:14.70 application
  14760 1001      20   0 1359272 383984  42988 S 404.0   2.4  64:18.74 application
  14760 1001      20   0 1359272 383984  42988 S 402.0   2.4  64:22.76 application
  14760 1001      20   0 1359272 383984  42988 S 401.0   2.4  64:26.77 application
  14760 1001      20   0 1359272 383984  42988 S 401.0   2.4  64:30.78 application
  14760 1001      20   0 1360296 383984  42988 S 399.0   2.4  64:34.77 application
  14760 1001      20   0 1360296 383984  42988 S 400.0   2.4  64:38.77 application
  14760 1001      20   0 1360296 383984  42988 S 399.0   2.4  64:42.76 application
  14760 1001      20   0 1360296 383984  42988 S 399.0   2.4  64:46.79 application
  14760 1001      20   0 1360296 383984  42988 S 399.0   2.4  64:50.78 application
  14760 1001      20   0 1360296 383984  42988 S 401.0   2.4  64:54.79 application
  14760 1001      20   0 1360296 384248  42988 S 399.0   2.4  64:58.78 application
  14760 1001      20   0 1360296 384512  42988 S 401.0   2.4  65:02.79 application
  14760 1001      20   0 1360296 384512  42988 S 400.0   2.4  65:06.79 application
  14760 1001      20   0 1360296 384776  42988 S 399.0   2.4  65:10.78 application
  14760 1001      20   0 1360296 385304  42988 S 401.0   2.4  65:14.79 application
  14760 1001      20   0 1360296 385304  42988 S 396.0   2.4  65:18.79 application
  14760 1001      20   0 1361320 385304  42988 S 400.0   2.4  65:22.79 application
  14760 1001      20   0 1361320 385304  42988 S 399.0   2.4  65:26.78 application
  14760 1001      20   0 1361320 385568  42988 S 400.0   2.4  65:30.78 application
  14760 1001      20   0 1361320 385568  42988 S 401.0   2.4  65:34.79 application
  14760 1001      20   0 1361320 385832  42988 S 400.0   2.4  65:38.79 application
  14760 1001      20   0 1361320 385832  42988 S 400.0   2.4  65:42.79 application
  14760 1001      20   0 1361320 385832  42988 S 400.0   2.4  65:46.79 application
  14760 1001      20   0 1361320 385832  42988 S 395.0   2.4  65:50.78 application
  14760 1001      20   0 1361320 385832  42988 S 400.0   2.4  65:54.78 application
  14760 1001      20   0 1361320 385832  42988 S 401.0   2.4  65:58.79 application
  14760 1001      20   0 1361320 386096  42988 S 399.0   2.4  66:02.78 application
  14760 1001      20   0 1362344 386360  42988 S 401.0   2.4  66:06.79 application
  14760 1001      20   0 1362344 386360  42988 S 400.0   2.4  66:10.79 application
  14760 1001      20   0 1362344 386360  42988 S 400.0   2.4  66:14.79 application
  14760 1001      20   0 1362344 386360  42988 S 400.0   2.4  66:18.79 application
  14760 1001      20   0 1362
