  14760 1001      20   0 1345960 369992  42988 S 166.7   2.3  55:06.57 application
  14760 1001      20   0 1346984 370784  42988 S 401.0   2.3  55:10.58 application
  14760 1001      20   0 1346984 370784  42988 S 401.0   2.3  55:14.59 application
  14760 1001      20   0 1346984 371048  42988 S 401.0   2.3  55:18.60 application
  14760 1001      20   0 1346984 371048  42988 S 402.0   2.3  55:22.62 application
  14760 1001      20   0 1346984 371312  42988 S 400.0   2.3  55:26.62 application
  14760 1001      20   0 1346984 371576  42988 S 396.0   2.3  55:30.62 application
  14760 1001      20   0 1346984 371576  42988 S 402.0   2.3  55:34.64 application
  14760 1001      20   0 1346984 371576  42988 S 401.0   2.3  55:38.65 application
  14760 1001      20   0 1346984 371576  42988 S 400.0   2.3  55:42.65 application
  14760 1001      20   0 1346984 371840  42988 S 400.0   2.3  55:46.65 application
  14760 1001      20   0 1346984 371840  42988 S 404.0   2.3  55:50.69 application
  14760 1001      20   0 1346984 371840  42988 S 398.0   2.3  55:54.67 application
  14760 1001      20   0 1346984 371840  42988 S 403.0   2.3  55:58.70 application
  14760 1001      20   0 1348008 371840  42988 S 400.0   2.3  56:02.70 application
  14760 1001      20   0 1348008 371840  42988 S 397.0   2.3  56:06.71 application
  14760 1001      20   0 1348008 372104  42988 S 400.0   2.3  56:10.71 application
  14760 1001      20   0 1348008 372104  42988 S 401.0   2.3  56:14.72 application
  14760 1001      20   0 1348008 372104  42988 S 401.0   2.3  56:18.73 application
  14760 1001      20   0 1348008 372368  42988 S 401.0   2.3  56:22.74 application
  14760 1001      20   0 1348008 372632  42988 S 400.0   2.3  56:26.74 application
  14760 1001      20   0 1348008 372632  42988 S 402.0   2.3  56:30.76 application
  14760 1001      20   0 1348008 372632  42988 S 402.0   2.3  56:34.78 application
  14760 1001      20   0 1348008 372632  42988 S 397.0   2.3  56:38.79 application
  14760 1001      20   0 1348008 372632  42988 S 398.0   2.3  56:42.77 application
  14760 1001      20   0 1348008 372632  42988 S 404.0   2.3  56:46.81 application
  14760 1001      20   0 1349032 372632  42988 S 401.0   2.3  56:50.82 application
  14760 1001      20   0 1349032 372632  42988 S 402.0   2.3  56:54.84 application
  14760 1001      20   0 1349032 372632  42988 S 401.0   2.3  56:58.85 application
  14760 1001      20   0 1349032 372896  42988 S 398.0   2.3  57:02.87 application
  14760 1001      20   0 1349032 372896  42988 S 397.0   2.3  57:06.84 application
  14760 1001      20   0 1349032 373160  42988 S 403.0   2.3  57:10.87 application
  14760 1001      20   0 1349032 373424  42988 S 398.0   2.3  57:14.85 application
  14760 1001      20   0 1349032 373688  42988 S 402.0   2.3  57:18.87 application
  14760 1001      20   0 1349032 373952  42988 S 402.0   2.3  57:22.89 application
  14760 1001      20   0 1349032 374216  42988 S 402.0   2.3  57:26.91 application
  14760 1001      20   0 1349032 374216  42988 S 400.0   2.3  57:30.95 application
  14760 1001      20   0 1350056 374216  42988 S 400.0   2.3  57:34.95 application
  14760 1001      20   0 1350056 374216  42988 S 402.0   2.3  57:38.97 application
  14760 1001      20   0 1350056 374216  42988 S 399.0   2.3  57:42.96 application
  14760 1001      20   0 1350056 374216  42988 S 400.0   2.3  57:46.96 application
  14760 1001      20   0 1350056 374480  42988 S 399.0   2.3  57:50.95 application
  14760 1001      20   0 1350056 374480  42988 S 401.0   2.3  57:54.96 application
  14760 1001      20   0 1350056 374480  42988 S 401.0   2.3  57:58.97 application
  14760 1001      20   0 1350056 374480  42988 S 395.0   2.3  58:02.96 application
  14760 1001      20   0 1350056 374480  42988 S 400.0   2.3  58:06.96 application
  14760 1001      20   0 1350056 374480  42988 S 400.0   2.3  58:10.96 application
  14760 1001      20   0 1350056 374480  42988 S 399.0   2.3  58:14.95 application
  14760 1001      20   0 1350056 374744  42988 S 401.0   2.3  58:18.96 application
  14760 1001      20   0 1350
