   5823 root      20   0   13.6g 449880  29092 S 243.8   2.8   1:17.71 java
   5823 root      20   0   13.6g 475620  29092 S 172.0   2.9   1:19.43 java
   5823 root      20   0   13.6g 475852  29092 S  81.0   2.9   1:20.24 java
   5823 root      20   0   13.6g 469204  29092 S  83.0   2.9   1:21.07 java
   5823 root      20   0   13.6g 469384  29092 S  83.0   2.9   1:21.90 java
   5823 root      20   0   13.6g 469384  29092 S  82.0   2.9   1:22.72 java
   5823 root      20   0   13.6g 469384  29092 S  82.0   2.9   1:23.54 java
   5823 root      20   0   13.6g 469384  29092 S  80.0   2.9   1:24.34 java
   5823 root      20   0   13.6g 469384  29092 S  81.2   2.9   1:25.16 java
   5823 root      20   0   13.6g 469384  29092 S  82.0   2.9   1:25.98 java
   5823 root      20   0   13.6g 469384  29092 S  79.0   2.9   1:26.77 java
   5823 root      20   0   13.6g 469412  29092 S  78.0   2.9   1:27.55 java
   5823 root      20   0   13.6g 469412  29092 S  82.0   2.9   1:28.37 java
   5823 root      20   0   13.6g 469412  29092 S  76.0   2.9   1:29.13 java
   5823 root      20   0   13.6g 469412  29092 S  79.0   2.9   1:29.92 java
   5823 root      20   0   13.6g 469412  29092 S  80.0   2.9   1:30.72 java
   5823 root      20   0   13.6g 469412  29092 S  80.0   2.9   1:31.52 java
   5823 root      20   0   13.6g 469412  29092 S  80.2   2.9   1:32.33 java
   5823 root      20   0   13.6g 469412  29092 S  77.0   2.9   1:33.10 java
   5823 root      20   0   13.6g 469344  29092 S  83.0   2.9   1:33.93 java
   5823 root      20   0   13.6g 469344  29092 S  81.0   2.9   1:34.74 java
   5823 root      20   0   13.6g 469344  29092 S  79.0   2.9   1:35.53 java
   5823 root      20   0   13.6g 469344  29092 S  78.0   2.9   1:36.31 java
   5823 root      20   0   13.6g 469344  29092 S  80.0   2.9   1:37.11 java
   5823 root      20   0   13.6g 469344  29092 S  77.0   2.9   1:37.88 java
   5823 root      20   0   13.6g 469344  29092 S  78.2   2.9   1:38.67 java
   5823 root      20   0   13.6g 469344  29092 S  76.0   2.9   1:39.43 java
   5823 root      20   0   13.6g 469344  29092 S  77.0   2.9   1:40.20 java
   5823 root      20   0   13.6g 469344  29092 S  78.0   2.9   1:40.98 java
   5823 root      20   0   13.6g 469344  29092 S  79.0   2.9   1:41.77 java
   5823 root      20   0   13.6g 469344  29092 S  75.0   2.9   1:42.52 java
   5823 root      20   0   13.6g 469512  29092 S  76.0   2.9   1:43.28 java
   5823 root      20   0   13.6g 469512  29092 S  79.0   2.9   1:44.07 java
   5823 root      20   0   13.6g 469512  29092 S  77.2   2.9   1:44.85 java
   5823 root      20   0   13.6g 469512  29092 S  77.0   2.9   1:45.62 java
   5823 root      20   0   13.6g 469512  29092 S  78.0   2.9   1:46.40 java
   5823 root      20   0   13.6g 469512  29092 S  78.0   2.9   1:47.18 java
   5823 root      20   0   13.6g 469512  29092 S  79.0   2.9   1:47.97 java
   5823 root      20   0   13.6g 469512  29092 S  79.0   2.9   1:48.76 java
   5823 root      20   0   13.6g 469512  29092 S  79.0   2.9   1:49.55 java
   5823 root      20   0   13.6g 469512  29092 S  81.0   2.9   1:50.36 java
   5823 root      20   0   13.6g 469512  29092 S  81.0   2.9   1:51.17 java
   5823 root      20   0   13.6g 469512  29092 S  77.2   2.9   1:51.95 java
   5823 root      20   0   13.6g 469672  29092 S  82.0   2.9   1:52.77 java
   5823 root      20   0   13.6g 470020  29092 S  81.0   2.9   1:53.58 java
   5823 root      20   0   13.6g 470192  29092 S  80.0   2.9   1:54.38 java
   5823 root      20   0   13.6g 470192  29092 S  80.0   2.9   1:55.18 java
   5823 root      20   0   13.6g 470336  29092 S  82.0   2.9   1:56.00 java
   5823 root      20   0   13.6g 470336  29092 S  82.0   2.9   1:56.82 java
   5823 root      20   0   13.6g 470336  29092 S  83.0   2.9   1:57.65 java
   5823 root      20   0   13.6g 470336  29092 S  83.0   2.9   1:58.48 java
   5823 root      20   0   13.6g 470336  29092 S  81.2   2.9   1:59.30 java
   5823 root      20   0   13.6g 470336  29092 S  80.0   2.9   2:00.10 java
   5823 root      20   0   13.6g 470336  29092 S  78.0   2.9   2:00.
