  18273 1001      20   0 1323436 348768  42904 S 206.7   2.1  39:24.89 application
  18273 1001      20   0 1324460 349032  42904 S 405.0   2.1  39:28.94 application
  18273 1001      20   0 1324460 349032  42904 S 401.0   2.1  39:32.95 application
  18273 1001      20   0 1324460 349032  42904 S 399.0   2.1  39:36.94 application
  18273 1001      20   0 1324460 349032  42904 S 401.0   2.1  39:40.95 application
  18273 1001      20   0 1324460 349296  42904 S 400.0   2.1  39:44.95 application
  18273 1001      20   0 1324460 349296  42904 S 396.0   2.1  39:48.95 application
  18273 1001      20   0 1324460 349296  42904 S 400.0   2.1  39:52.95 application
  18273 1001      20   0 1324460 349296  42904 S 401.0   2.1  39:56.96 application
  18273 1001      20   0 1324460 349296  42904 S 401.0   2.1  40:00.97 application
  18273 1001      20   0 1324460 349296  42904 S 401.0   2.1  40:04.98 application
  18273 1001      20   0 1325484 349296  42904 S 401.0   2.1  40:08.99 application
  18273 1001      20   0 1325484 349296  42904 S 401.0   2.1  40:13.00 application
  18273 1001      20   0 1325484 349296  42904 S 401.0   2.1  40:17.01 application
  18273 1001      20   0 1325484 349296  42904 S 396.0   2.1  40:21.01 application
  18273 1001      20   0 1325484 349296  42904 S 401.0   2.1  40:25.02 application
  18273 1001      20   0 1325484 349560  42904 S 403.0   2.1  40:29.05 application
  18273 1001      20   0 1325484 349824  42904 S 400.0   2.1  40:33.05 application
  18273 1001      20   0 1325484 349824  42904 S 400.0   2.1  40:37.05 application
  18273 1001      20   0 1325484 349824  42904 S 401.0   2.1  40:41.06 application
  18273 1001      20   0 1325484 350088  42904 S 401.0   2.1  40:45.07 application
  18273 1001      20   0 1325484 350088  42904 S 402.0   2.1  40:49.09 application
  18273 1001      20   0 1326508 350352  42904 S 396.0   2.1  40:53.09 application
  18273 1001      20   0 1326508 350616  42904 S 402.0   2.1  40:57.11 application
  18273 1001      20   0 1326508 350616  42904 S 400.0   2.1  41:01.11 application
  18273 1001      20   0 1326508 351144  42904 S 401.0   2.2  41:05.12 application
  18273 1001      20   0 1326508 351144  42904 S 402.0   2.2  41:09.14 application
  18273 1001      20   0 1326508 351144  42904 S 400.0   2.2  41:13.14 application
  18273 1001      20   0 1326508 351144  42904 S 402.0   2.2  41:17.16 application
  18273 1001      20   0 1326508 351144  42904 S 395.0   2.2  41:21.15 application
  18273 1001      20   0 1326508 351144  42904 S 404.0   2.2  41:25.19 application
  18273 1001      20   0 1326508 351144  42904 S 400.0   2.2  41:29.19 application
  18273 1001      20   0 1326508 351144  42904 S 400.0   2.2  41:33.19 application
  18273 1001      20   0 1326508 351144  42904 S 399.0   2.2  41:37.18 application
  18273 1001      20   0 1326508 351144  42904 S 401.0   2.2  41:41.19 application
  18273 1001      20   0 1327532 351144  42904 S 401.0   2.2  41:45.20 application
  18273 1001      20   0 1327532 351144  42904 S 400.0   2.2  41:49.20 application
  18273 1001      20   0 1327532 351408  42904 S 403.0   2.2  41:53.23 application
  18273 1001      20   0 1327532 351408  42904 S 396.0   2.2  41:57.23 application
  18273 1001      20   0 1327532 351408  42904 S 402.0   2.2  42:01.25 application
  18273 1001      20   0 1327532 351408  42904 S 402.0   2.2  42:05.27 application
  18273 1001      20   0 1327532 351672  42904 S 400.0   2.2  42:09.27 application
  18273 1001      20   0 1327532 351672  42904 S 402.0   2.2  42:13.29 application
  18273 1001      20   0 1327532 351672  42904 S 400.0   2.2  42:17.29 application
  18273 1001      20   0 1327532 351672  42904 S 401.0   2.2  42:21.30 application
  18273 1001      20   0 1327532 351936  42904 S 395.0   2.2  42:25.29 application
  18273 1001      20   0 1327532 351936  42904 S 404.0   2.2  42:29.33 application
  18273 1001      20   0 1327532 351936  42904 S 398.0   2.2  42:33.31 application
  18273 1001      20   0 1328556 351936  42904 S 403.0   2.2  42:37.34 application
  18273 1001      20   0 1328
