  15954 1001      20   0 3112684 372140  43692 S 186.7   2.3  33:23.90 application
  15954 1001      20   0 3113708 372404  43692 S 408.0   2.3  33:27.98 application
  15954 1001      20   0 3113708 372404  43692 S 400.0   2.3  33:31.98 application
  15954 1001      20   0 3113708 372404  43692 S 396.0   2.3  33:35.98 application
  15954 1001      20   0 3113708 372668  43692 S 400.0   2.3  33:39.98 application
  15954 1001      20   0 3113708 372668  43692 S 399.0   2.3  33:43.97 application
  15954 1001      20   0 3113708 372932  43692 S 401.0   2.3  33:47.98 application
  15954 1001      20   0 3113708 372932  43692 S 400.0   2.3  33:51.98 application
  15954 1001      20   0 3114732 372932  43692 S 400.0   2.3  33:55.98 application
  15954 1001      20   0 3114732 373196  43692 S 400.0   2.3  33:59.98 application
  15954 1001      20   0 3114732 373460  43692 S 400.0   2.3  34:03.98 application
  15954 1001      20   0 3114732 373724  43692 S 396.0   2.3  34:07.98 application
  15954 1001      20   0 3114732 373724  43692 S 402.0   2.3  34:12.00 application
  15954 1001      20   0 3115756 374780  43692 S 400.0   2.3  34:16.00 application
  15954 1001      20   0 3115756 375044  43692 S 400.0   2.3  34:20.00 application
  15954 1001      20   0 3115756 375044  43692 S 402.0   2.3  34:24.02 application
  15954 1001      20   0 3115756 375044  43692 S 399.0   2.3  34:28.01 application
  15954 1001      20   0 3115756 375044  43692 S 403.0   2.3  34:32.04 application
  15954 1001      20   0 3115756 375308  43692 S 400.0   2.3  34:36.04 application
  15954 1001      20   0 3115756 375308  43692 S 403.0   2.3  34:40.07 application
  15954 1001      20   0 3115756 375308  43692 S 400.0   2.3  34:44.07 application
  15954 1001      20   0 3115756 375308  43692 S 398.0   2.3  34:48.09 application
  15954 1001      20   0 3115756 375308  43692 S 399.0   2.3  34:52.08 application
  15954 1001      20   0 3115756 375308  43692 S 405.0   2.3  34:56.13 application
  15954 1001      20   0 3115756 375308  43692 S 400.0   2.3  35:00.13 application
  15954 1001      20   0 3115756 375308  43692 S 401.0   2.3  35:04.14 application
  15954 1001      20   0 3115756 375308  43692 S 401.0   2.3  35:08.15 application
  15954 1001      20   0 3116780 375572  43692 S 399.0   2.3  35:12.14 application
  15954 1001      20   0 3116780 375572  43692 S 404.0   2.3  35:16.18 application
  15954 1001      20   0 3116780 375572  43692 S 397.0   2.3  35:20.15 application
  15954 1001      20   0 3116780 375836  43692 S 408.0   2.3  35:24.23 application
  15954 1001      20   0 3116780 375836  43692 S 391.1   2.3  35:28.18 application
  15954 1001      20   0 3116780 375836  43692 S 402.0   2.3  35:32.20 application
  15954 1001      20   0 3116780 375836  43692 S 394.0   2.3  35:36.14 application
  15954 1001      20   0 3116780 375836  43692 S 411.0   2.3  35:40.25 application
  15954 1001      20   0 3116780 376100  43692 S 401.0   2.3  35:44.26 application
  15954 1001      20   0 3116780 376100  43692 S 399.0   2.3  35:48.25 application
  15954 1001      20   0 3116780 376100  43692 S 395.0   2.3  35:52.20 application
  15954 1001      20   0 3117804 376364  43692 S 406.0   2.3  35:56.26 application
  15954 1001      20   0 3117804 376364  43692 S 398.0   2.3  36:00.24 application
  15954 1001      20   0 3117804 376364  43692 S 403.0   2.3  36:04.27 application
  15954 1001      20   0 3117804 376364  43692 S 399.0   2.3  36:08.30 application
  15954 1001      20   0 3117804 376364  43692 S 399.0   2.3  36:12.29 application
  15954 1001      20   0 3117804 376364  43692 S 402.0   2.3  36:16.31 application
  15954 1001      20   0 3117804 376628  43692 S 399.0   2.3  36:20.30 application
  15954 1001      20   0 3117804 376628  43692 S 399.0   2.3  36:24.29 application
  15954 1001      20   0 3117804 376628  43692 S 400.0   2.3  36:28.29 application
  15954 1001      20   0 3117804 376892  43692 S 401.0   2.3  36:32.30 application
  15954 1001      20   0 3117804 376892  43692 S 400.0   2.3  36:36.30 application
  15954 1001      20   0 3118
