  15954 1001      20   0 3157740 416228  43692 S 118.8   2.5  57:23.27 application
  15954 1001      20   0 3157740 416756  43692 S 405.0   2.5  57:27.32 application
  15954 1001      20   0 3157740 416756  43692 S 400.0   2.5  57:31.32 application
  15954 1001      20   0 3157740 416756  43692 S 399.0   2.5  57:35.31 application
  15954 1001      20   0 3157740 416756  43692 S 401.0   2.5  57:39.32 application
  15954 1001      20   0 3157740 416756  43692 S 400.0   2.5  57:43.32 application
  15954 1001      20   0 3157740 416756  43692 S 395.0   2.5  57:47.31 application
  15954 1001      20   0 3158764 416756  43692 S 401.0   2.5  57:51.32 application
  15954 1001      20   0 3158764 416756  43692 S 401.0   2.5  57:55.33 application
  15954 1001      20   0 3158764 417020  43692 S 401.0   2.5  57:59.34 application
  15954 1001      20   0 3158764 417284  43692 S 401.0   2.5  58:03.35 application
  15954 1001      20   0 3158764 417548  43692 S 401.0   2.5  58:07.36 application
  15954 1001      20   0 3158764 417812  43692 S 398.0   2.5  58:11.34 application
  15954 1001      20   0 3158764 417812  43692 S 404.0   2.5  58:15.38 application
  15954 1001      20   0 3158764 417812  43692 S 401.0   2.5  58:19.39 application
  15954 1001      20   0 3159788 418076  43692 S 402.0   2.6  58:23.41 application
  15954 1001      20   0 3159788 418076  43692 S 401.0   2.6  58:27.42 application
  15954 1001      20   0 3159788 418076  43692 S 396.0   2.6  58:31.42 application
  15954 1001      20   0 3159788 418340  43692 S 397.0   2.6  58:35.39 application
  15954 1001      20   0 3159788 418604  43692 S 400.0   2.6  58:39.39 application
  15954 1001      20   0 3159788 419132  43692 S 407.0   2.6  58:43.46 application
  15954 1001      20   0 3159788 419132  43692 S 400.0   2.6  58:47.46 application
  15954 1001      20   0 3159788 419660  43692 S 402.0   2.6  58:51.48 application
  15954 1001      20   0 3159788 419924  43692 S 402.0   2.6  58:55.50 application
  15954 1001      20   0 3160812 419924  43692 S 402.0   2.6  58:59.52 application
  15954 1001      20   0 3160812 419924  43692 S 400.0   2.6  59:03.52 application
  15954 1001      20   0 3160812 420188  43692 S 400.0   2.6  59:07.52 application
  15954 1001      20   0 3160812 420188  43692 S 397.0   2.6  59:11.53 application
  15954 1001      20   0 3160812 420188  43692 S 400.0   2.6  59:15.53 application
  15954 1001      20   0 3160812 420452  43692 S 396.0   2.6  59:19.49 application
  15954 1001      20   0 3160812 420452  43692 S 405.0   2.6  59:23.54 application
  15954 1001      20   0 3160812 420452  43692 S 403.0   2.6  59:27.57 application
  15954 1001      20   0 3161836 420716  43692 S 402.0   2.6  59:31.59 application
  15954 1001      20   0 3161836 420716  43692 S 403.0   2.6  59:35.62 application
  15954 1001      20   0 3161836 420716  43692 S 392.0   2.6  59:39.54 application
  15954 1001      20   0 3161836 420980  43692 S 406.0   2.6  59:43.60 application
  15954 1001      20   0 3161836 420980  43692 S 402.0   2.6  59:47.62 application
  15954 1001      20   0 3161836 421244  43692 S 388.1   2.6  59:51.54 application
  15954 1001      20   0 3161836 421244  43692 S 413.0   2.6  59:55.67 application
  15954 1001      20   0 3161836 421244  43692 S 394.0   2.6  59:59.61 application
  15954 1001      20   0 3161836 421244  43692 S 400.0   2.6  60:03.61 application
  15954 1001      20   0 3162860 421244  43692 S 399.0   2.6  60:07.60 application
  15954 1001      20   0 3162860 421244  43692 S 400.0   2.6  60:11.60 application
  15954 1001      20   0 3162860 421508  43692 S 408.0   2.6  60:15.68 application
  15954 1001      20   0 3162860 421508  43692 S 403.0   2.6  60:19.71 application
  15954 1001      20   0 3162860 421508  43692 S 400.0   2.6  60:23.71 application
  15954 1001      20   0 3162860 421508  43692 S 397.0   2.6  60:27.72 application
  15954 1001      20   0 3162860 421508  43692 S 400.0   2.6  60:31.72 application
  15954 1001      20   0 3162860 421508  43692 S 395.0   2.6  60:35.67 application
  15954 1001      20   0 3163
