  27320 1001      20   0 1313196 336968  42972 S 120.0   2.1  31:13.59 application
  27320 1001      20   0 1313196 337760  42972 S 418.0   2.1  31:17.77 application
  27320 1001      20   0 1313196 337760  42972 S 398.0   2.1  31:21.75 application
  27320 1001      20   0 1313196 337760  42972 S 404.0   2.1  31:25.79 application
  27320 1001      20   0 1313196 337760  42972 S 400.0   2.1  31:29.79 application
  27320 1001      20   0 1313196 337760  42972 S 401.0   2.1  31:33.80 application
  27320 1001      20   0 1314220 337760  42972 S 395.0   2.1  31:37.79 application
  27320 1001      20   0 1314220 338024  42972 S 402.0   2.1  31:41.81 application
  27320 1001      20   0 1314220 338024  42972 S 399.0   2.1  31:45.80 application
  27320 1001      20   0 1314220 338288  42972 S 402.0   2.1  31:49.82 application
  27320 1001      20   0 1314220 338288  42972 S 401.0   2.1  31:53.83 application
  27320 1001      20   0 1314220 338816  42972 S 398.0   2.1  31:57.81 application
  27320 1001      20   0 1314220 339080  42972 S 405.0   2.1  32:01.86 application
  27320 1001      20   0 1314220 339080  42972 S 392.1   2.1  32:05.82 application
  27320 1001      20   0 1314220 339080  42972 S 402.0   2.1  32:09.84 application
  27320 1001      20   0 1314220 339080  42972 S 402.0   2.1  32:13.86 application
  27320 1001      20   0 1314220 339080  42972 S 400.0   2.1  32:17.86 application
  27320 1001      20   0 1314220 339080  42972 S 400.0   2.1  32:21.86 application
  27320 1001      20   0 1314220 339080  42972 S 400.0   2.1  32:25.86 application
  27320 1001      20   0 1314220 339080  42972 S 401.0   2.1  32:29.87 application
  27320 1001      20   0 1314220 339080  42972 S 400.0   2.1  32:33.87 application
  27320 1001      20   0 1315244 339344  42972 S 396.0   2.1  32:37.87 application
  27320 1001      20   0 1315244 339344  42972 S 400.0   2.1  32:41.87 application
  27320 1001      20   0 1315244 339344  42972 S 399.0   2.1  32:45.86 application
  27320 1001      20   0 1315244 339344  42972 S 400.0   2.1  32:49.86 application
  27320 1001      20   0 1315244 339344  42972 S 400.0   2.1  32:53.86 application
  27320 1001      20   0 1315244 339344  42972 S 401.0   2.1  32:57.87 application
  27320 1001      20   0 1315244 339344  42972 S 400.0   2.1  33:01.87 application
  27320 1001      20   0 1315244 339608  42972 S 399.0   2.1  33:05.86 application
  27320 1001      20   0 1315244 339608  42972 S 397.0   2.1  33:09.87 application
  27320 1001      20   0 1315244 339608  42972 S 400.0   2.1  33:13.87 application
  27320 1001      20   0 1315244 339608  42972 S 400.0   2.1  33:17.87 application
  27320 1001      20   0 1315244 339608  42972 S 399.0   2.1  33:21.86 application
  27320 1001      20   0 1315244 339608  42972 S 400.0   2.1  33:25.86 application
  27320 1001      20   0 1315244 339872  42972 S 400.0   2.1  33:29.86 application
  27320 1001      20   0 1315244 340136  42972 S 401.0   2.1  33:33.87 application
  27320 1001      20   0 1316268 340136  42972 S 399.0   2.1  33:37.86 application
  27320 1001      20   0 1316268 340400  42972 S 397.0   2.1  33:41.87 application
  27320 1001      20   0 1316268 340664  42972 S 399.0   2.1  33:45.86 application
  27320 1001      20   0 1316268 340664  42972 S 400.0   2.1  33:49.86 application
  27320 1001      20   0 1316268 340664  42972 S 401.0   2.1  33:53.87 application
  27320 1001      20   0 1316268 340664  42972 S 399.0   2.1  33:57.86 application
  27320 1001      20   0 1316268 340664  42972 S 401.0   2.1  34:01.87 application
  27320 1001      20   0 1316268 340664  42972 S 399.0   2.1  34:05.86 application
  27320 1001      20   0 1316268 340664  42972 S 400.0   2.1  34:09.86 application
  27320 1001      20   0 1316268 340664  42972 S 397.0   2.1  34:13.87 application
  27320 1001      20   0 1316268 340664  42972 S 401.0   2.1  34:17.88 application
  27320 1001      20   0 1316268 340664  42972 S 400.0   2.1  34:21.88 application
  27320 1001      20   0 1316268 340664  42972 S 402.0   2.1  34:25.90 application
  27320 1001      20   0 1316
