  27320 1001      20   0 1308076 332744  42972 S   0.0   2.0  27:13.43 application
  27320 1001      20   0 1308076 333008  42972 S 388.0   2.0  27:17.31 application
  27320 1001      20   0 1309100 333272  42972 S 401.0   2.0  27:21.32 application
  27320 1001      20   0 1309100 333272  42972 S 397.0   2.0  27:25.33 application
  27320 1001      20   0 1309100 333272  42972 S 397.0   2.0  27:29.30 application
  27320 1001      20   0 1309100 333272  42972 S 406.0   2.0  27:33.36 application
  27320 1001      20   0 1309100 333272  42972 S 396.0   2.0  27:37.32 application
  27320 1001      20   0 1309100 333272  42972 S 402.0   2.0  27:41.34 application
  27320 1001      20   0 1309100 333800  42972 S 401.0   2.0  27:45.35 application
  27320 1001      20   0 1309100 333800  42972 S 405.0   2.0  27:49.40 application
  27320 1001      20   0 1309100 333800  42972 S 396.0   2.0  27:53.36 application
  27320 1001      20   0 1309100 333800  42972 S 401.0   2.0  27:57.37 application
  27320 1001      20   0 1309100 334064  42972 S 403.0   2.0  28:01.40 application
  27320 1001      20   0 1309100 334064  42972 S 394.1   2.0  28:05.38 application
  27320 1001      20   0 1310124 334064  42972 S 398.0   2.0  28:09.36 application
  27320 1001      20   0 1310124 334064  42972 S 404.0   2.0  28:13.40 application
  27320 1001      20   0 1310124 334064  42972 S 401.0   2.0  28:17.41 application
  27320 1001      20   0 1310124 334064  42972 S 400.0   2.0  28:21.41 application
  27320 1001      20   0 1310124 334064  42972 S 400.0   2.0  28:25.41 application
  27320 1001      20   0 1310124 334328  42972 S 396.0   2.0  28:29.37 application
  27320 1001      20   0 1310124 334328  42972 S 403.0   2.0  28:33.40 application
  27320 1001      20   0 1310124 334328  42972 S 401.0   2.0  28:37.41 application
  27320 1001      20   0 1310124 334328  42972 S 395.0   2.0  28:41.40 application
  27320 1001      20   0 1310124 334328  42972 S 401.0   2.0  28:45.41 application
  27320 1001      20   0 1310124 334592  42972 S 400.0   2.1  28:49.41 application
  27320 1001      20   0 1310124 334592  42972 S 400.0   2.1  28:53.41 application
  27320 1001      20   0 1310124 334592  42972 S 400.0   2.1  28:57.41 application
  27320 1001      20   0 1310124 334592  42972 S 400.0   2.1  29:01.41 application
  27320 1001      20   0 1311148 334856  42972 S 400.0   2.1  29:05.41 application
  27320 1001      20   0 1311148 334856  42972 S 400.0   2.1  29:09.41 application
  27320 1001      20   0 1311148 335648  42972 S 396.0   2.1  29:13.41 application
  27320 1001      20   0 1311148 335648  42972 S 399.0   2.1  29:17.40 application
  27320 1001      20   0 1311148 335912  42972 S 400.0   2.1  29:21.40 application
  27320 1001      20   0 1311148 335912  42972 S 400.0   2.1  29:25.40 application
  27320 1001      20   0 1311148 336176  42972 S 401.0   2.1  29:29.41 application
  27320 1001      20   0 1311148 336176  42972 S 399.0   2.1  29:33.40 application
  27320 1001      20   0 1311148 336176  42972 S 400.0   2.1  29:37.40 application
  27320 1001      20   0 1311148 336176  42972 S 401.0   2.1  29:41.41 application
  27320 1001      20   0 1311148 336176  42972 S 396.0   2.1  29:45.41 application
  27320 1001      20   0 1311148 336176  42972 S 399.0   2.1  29:49.40 application
  27320 1001      20   0 1311148 336176  42972 S 400.0   2.1  29:53.40 application
  27320 1001      20   0 1311148 336176  42972 S 400.0   2.1  29:57.40 application
  27320 1001      20   0 1311148 336176  42972 S 400.0   2.1  30:01.40 application
  27320 1001      20   0 1311148 336176  42972 S 401.0   2.1  30:05.41 application
  27320 1001      20   0 1312172 336176  42972 S 400.0   2.1  30:09.41 application
  27320 1001      20   0 1312172 336176  42972 S 396.0   2.1  30:13.41 application
  27320 1001      20   0 1312172 336176  42972 S 400.0   2.1  30:17.41 application
  27320 1001      20   0 1312172 336176  42972 S 400.0   2.1  30:21.41 application
  27320 1001      20   0 1312172 336176  42972 S 402.0   2.1  30:25.43 application
  27320 1001      20   0 1312
