  27320 1001      20   0 1338796 363368  42972 S   0.0   2.2  51:13.42 application
  27320 1001      20   0 1339820 363896  42972 S 383.0   2.2  51:17.25 application
  27320 1001      20   0 1339820 364160  42972 S 402.0   2.2  51:21.27 application
  27320 1001      20   0 1339820 364424  42972 S 402.0   2.2  51:25.29 application
  27320 1001      20   0 1339820 364424  42972 S 399.0   2.2  51:29.28 application
  27320 1001      20   0 1339820 364688  42972 S 404.0   2.2  51:33.32 application
  27320 1001      20   0 1340844 364688  42972 S 397.0   2.2  51:37.29 application
  27320 1001      20   0 1340844 364952  42972 S 404.0   2.2  51:41.33 application
  27320 1001      20   0 1340844 364952  42972 S 400.0   2.2  51:45.33 application
  27320 1001      20   0 1340844 364952  42972 S 399.0   2.2  51:49.36 application
  27320 1001      20   0 1340844 364952  42972 S 399.0   2.2  51:53.35 application
  27320 1001      20   0 1340844 364952  42972 S 400.0   2.2  51:57.35 application
  27320 1001      20   0 1340844 364952  42972 S 399.0   2.2  52:01.34 application
  27320 1001      20   0 1340844 365216  42972 S 403.0   2.2  52:05.37 application
  27320 1001      20   0 1340844 365216  42972 S 401.0   2.2  52:09.38 application
  27320 1001      20   0 1340844 365216  42972 S 400.0   2.2  52:13.38 application
  27320 1001      20   0 1340844 365216  42972 S 403.0   2.2  52:17.41 application
  27320 1001      20   0 1340844 365744  42972 S 392.1   2.2  52:21.37 application
  27320 1001      20   0 1341868 366272  42972 S 402.0   2.2  52:25.39 application
  27320 1001      20   0 1341868 366272  42972 S 405.0   2.2  52:29.44 application
  27320 1001      20   0 1341868 366272  42972 S 398.0   2.2  52:33.42 application
  27320 1001      20   0 1341868 366272  42972 S 402.0   2.2  52:37.44 application
  27320 1001      20   0 1341868 366272  42972 S 399.0   2.2  52:41.43 application
  27320 1001      20   0 1341868 366272  42972 S 397.0   2.2  52:45.40 application
  27320 1001      20   0 1341868 366272  42972 S 404.0   2.2  52:49.44 application
  27320 1001      20   0 1341868 366536  42972 S 400.0   2.2  52:53.44 application
  27320 1001      20   0 1341868 366536  42972 S 396.0   2.2  52:57.44 application
  27320 1001      20   0 1341868 366536  42972 S 400.0   2.2  53:01.44 application
  27320 1001      20   0 1341868 366800  42972 S 400.0   2.2  53:05.44 application
  27320 1001      20   0 1341868 366800  42972 S 400.0   2.2  53:09.44 application
  27320 1001      20   0 1342892 366800  42972 S 400.0   2.2  53:13.44 application
  27320 1001      20   0 1342892 366800  42972 S 400.0   2.2  53:17.44 application
  27320 1001      20   0 1342892 366800  42972 S 400.0   2.2  53:21.44 application
  27320 1001      20   0 1342892 366800  42972 S 401.0   2.2  53:25.45 application
  27320 1001      20   0 1342892 366800  42972 S 400.0   2.2  53:29.45 application
  27320 1001      20   0 1342892 366800  42972 S 395.0   2.2  53:33.44 application
  27320 1001      20   0 1342892 366800  42972 S 400.0   2.2  53:37.44 application
  27320 1001      20   0 1342892 367064  42972 S 401.0   2.3  53:41.45 application
  27320 1001      20   0 1342892 367328  42972 S 400.0   2.3  53:45.45 application
  27320 1001      20   0 1342892 367592  42972 S 400.0   2.3  53:49.45 application
  27320 1001      20   0 1342892 367592  42972 S 399.0   2.3  53:53.44 application
  27320 1001      20   0 1343916 367856  42972 S 400.0   2.3  53:57.44 application
  27320 1001      20   0 1343916 367856  42972 S 400.0   2.3  54:01.44 application
  27320 1001      20   0 1343916 368120  42972 S 400.0   2.3  54:05.44 application
  27320 1001      20   0 1343916 368384  42972 S 396.0   2.3  54:09.44 application
  27320 1001      20   0 1343916 368384  42972 S 400.0   2.3  54:13.44 application
  27320 1001      20   0 1343916 368384  42972 S 400.0   2.3  54:17.44 application
  27320 1001      20   0 1343916 368384  42972 S 400.0   2.3  54:21.44 application
  27320 1001      20   0 1343916 368648  42972 S 400.0   2.3  54:25.44 application
  27320 1001      20   0 1343
