  27320 1001      20   0 1300908 325352  42972 S   0.0   2.0  19:13.49 application
  27320 1001      20   0 1300908 325880  42972 S 383.2   2.0  19:17.36 application
  27320 1001      20   0 1300908 326144  42972 S 402.0   2.0  19:21.38 application
  27320 1001      20   0 1300908 326144  42972 S 399.0   2.0  19:25.37 application
  27320 1001      20   0 1301932 326144  42972 S 404.0   2.0  19:29.41 application
  27320 1001      20   0 1301932 326144  42972 S 401.0   2.0  19:33.42 application
  27320 1001      20   0 1301932 326144  42972 S 396.0   2.0  19:37.38 application
  27320 1001      20   0 1301932 326144  42972 S 401.0   2.0  19:41.39 application
  27320 1001      20   0 1301932 326144  42972 S 399.0   2.0  19:45.38 application
  27320 1001      20   0 1301932 326408  42972 S 399.0   2.0  19:49.41 application
  27320 1001      20   0 1301932 326408  42972 S 402.0   2.0  19:53.43 application
  27320 1001      20   0 1301932 326408  42972 S 399.0   2.0  19:57.42 application
  27320 1001      20   0 1301932 326408  42972 S 402.0   2.0  20:01.44 application
  27320 1001      20   0 1301932 326408  42972 S 399.0   2.0  20:05.43 application
  27320 1001      20   0 1301932 326408  42972 S 400.0   2.0  20:09.43 application
  27320 1001      20   0 1301932 326408  42972 S 400.0   2.0  20:13.43 application
  27320 1001      20   0 1301932 326408  42972 S 402.0   2.0  20:17.45 application
  27320 1001      20   0 1301932 326408  42972 S 400.0   2.0  20:21.45 application
  27320 1001      20   0 1301932 326408  42972 S 399.0   2.0  20:25.48 application
  27320 1001      20   0 1301932 326408  42972 S 398.0   2.0  20:29.46 application
  27320 1001      20   0 1301932 326408  42972 S 405.0   2.0  20:33.51 application
  27320 1001      20   0 1301932 326408  42972 S 400.0   2.0  20:37.51 application
  27320 1001      20   0 1301932 326408  42972 S 397.0   2.0  20:41.48 application
  27320 1001      20   0 1302956 326408  42972 S 403.0   2.0  20:45.51 application
  27320 1001      20   0 1302956 326672  42972 S 397.0   2.0  20:49.48 application
  27320 1001      20   0 1302956 326672  42972 S 401.0   2.0  20:53.49 application
  27320 1001      20   0 1302956 326672  42972 S 403.0   2.0  20:57.52 application
  27320 1001      20   0 1302956 326936  42972 S 396.0   2.0  21:01.52 application
  27320 1001      20   0 1302956 326936  42972 S 400.0   2.0  21:05.52 application
  27320 1001      20   0 1302956 327200  42972 S 399.0   2.0  21:09.51 application
  27320 1001      20   0 1302956 327200  42972 S 399.0   2.0  21:13.50 application
  27320 1001      20   0 1302956 327200  42972 S 401.0   2.0  21:17.51 application
  27320 1001      20   0 1302956 327200  42972 S 401.0   2.0  21:21.52 application
  27320 1001      20   0 1302956 327464  42972 S 399.0   2.0  21:25.51 application
  27320 1001      20   0 1302956 327464  42972 S 400.0   2.0  21:29.51 application
  27320 1001      20   0 1302956 327464  42972 S 396.0   2.0  21:33.51 application
  27320 1001      20   0 1302956 327464  42972 S 400.0   2.0  21:37.51 application
  27320 1001      20   0 1302956 327464  42972 S 400.0   2.0  21:41.51 application
  27320 1001      20   0 1302956 327464  42972 S 401.0   2.0  21:45.52 application
  27320 1001      20   0 1302956 327464  42972 S 399.0   2.0  21:49.51 application
  27320 1001      20   0 1302956 327464  42972 S 400.0   2.0  21:53.51 application
  27320 1001      20   0 1302956 327464  42972 S 401.0   2.0  21:57.52 application
  27320 1001      20   0 1303980 327992  42972 S 399.0   2.0  22:01.51 application
  27320 1001      20   0 1303980 327992  42972 S 396.0   2.0  22:05.51 application
  27320 1001      20   0 1303980 328256  42972 S 400.0   2.0  22:09.51 application
  27320 1001      20   0 1303980 328256  42972 S 400.0   2.0  22:13.51 application
  27320 1001      20   0 1303980 328256  42972 S 400.0   2.0  22:17.51 application
  27320 1001      20   0 1303980 328784  42972 S 401.0   2.0  22:21.52 application
  27320 1001      20   0 1303980 328784  42972 S 399.0   2.0  22:25.51 application
  27320 1001      20   0 1303
