  27320 1001      20   0 1322412 347264  42972 S 120.0   2.1  39:13.72 application
  27320 1001      20   0 1323436 347792  42972 S 402.0   2.1  39:17.78 application
  27320 1001      20   0 1323436 347792  42972 S 401.0   2.1  39:21.79 application
  27320 1001      20   0 1323436 347792  42972 S 399.0   2.1  39:25.78 application
  27320 1001      20   0 1323436 347792  42972 S 400.0   2.1  39:29.78 application
  27320 1001      20   0 1323436 347792  42972 S 400.0   2.1  39:33.78 application
  27320 1001      20   0 1323436 347792  42972 S 400.0   2.1  39:37.78 application
  27320 1001      20   0 1323436 347792  42972 S 400.0   2.1  39:41.78 application
  27320 1001      20   0 1324460 347792  42972 S 400.0   2.1  39:45.78 application
  27320 1001      20   0 1324460 348320  42972 S 396.0   2.1  39:49.78 application
  27320 1001      20   0 1324460 348584  42972 S 402.0   2.1  39:53.80 application
  27320 1001      20   0 1324460 348848  42972 S 401.0   2.1  39:57.81 application
  27320 1001      20   0 1324460 348848  42972 S 399.0   2.1  40:01.80 application
  27320 1001      20   0 1324460 348848  42972 S 402.0   2.1  40:05.82 application
  27320 1001      20   0 1324460 348848  42972 S 401.0   2.1  40:09.83 application
  27320 1001      20   0 1324460 348848  42972 S 400.0   2.1  40:13.83 application
  27320 1001      20   0 1324460 348848  42972 S 402.0   2.1  40:17.85 application
  27320 1001      20   0 1324460 348848  42972 S 397.0   2.1  40:21.86 application
  27320 1001      20   0 1324460 349376  42972 S 400.0   2.1  40:25.86 application
  27320 1001      20   0 1324460 349376  42972 S 401.0   2.1  40:29.87 application
  27320 1001      20   0 1325484 349640  42972 S 401.0   2.1  40:33.88 application
  27320 1001      20   0 1325484 349640  42972 S 401.0   2.1  40:37.89 application
  27320 1001      20   0 1325484 349640  42972 S 401.0   2.1  40:41.90 application
  27320 1001      20   0 1325484 349640  42972 S 401.0   2.1  40:45.91 application
  27320 1001      20   0 1325484 349904  42972 S 400.0   2.1  40:49.91 application
  27320 1001      20   0 1325484 349904  42972 S 399.0   2.1  40:53.94 application
  27320 1001      20   0 1325484 349904  42972 S 399.0   2.1  40:57.93 application
  27320 1001      20   0 1325484 349904  42972 S 401.0   2.1  41:01.94 application
  27320 1001      20   0 1325484 349904  42972 S 400.0   2.1  41:05.94 application
  27320 1001      20   0 1325484 349904  42972 S 401.0   2.1  41:09.95 application
  27320 1001      20   0 1325484 349904  42972 S 400.0   2.1  41:13.95 application
  27320 1001      20   0 1325484 350168  42972 S 400.0   2.1  41:17.95 application
  27320 1001      20   0 1325484 350168  42972 S 401.0   2.1  41:21.96 application
  27320 1001      20   0 1326508 350168  42972 S 403.0   2.1  41:25.99 application
  27320 1001      20   0 1326508 350168  42972 S 396.0   2.1  41:29.99 application
  27320 1001      20   0 1326508 350168  42972 S 402.0   2.1  41:34.01 application
  27320 1001      20   0 1326508 350432  42972 S 400.0   2.1  41:38.01 application
  27320 1001      20   0 1326508 350432  42972 S 402.0   2.1  41:42.03 application
  27320 1001      20   0 1326508 350696  42972 S 399.0   2.2  41:46.02 application
  27320 1001      20   0 1326508 350696  42972 S 401.0   2.2  41:50.03 application
  27320 1001      20   0 1326508 350696  42972 S 403.0   2.2  41:54.06 application
  27320 1001      20   0 1326508 350696  42972 S 398.0   2.2  41:58.04 application
  27320 1001      20   0 1326508 350960  42972 S 401.0   2.2  42:02.09 application
  27320 1001      20   0 1326508 351224  42972 S 398.0   2.2  42:06.07 application
  27320 1001      20   0 1326508 351488  42972 S 401.0   2.2  42:10.08 application
  27320 1001      20   0 1326508 351488  42972 S 398.0   2.2  42:14.06 application
  27320 1001      20   0 1327532 351488  42972 S 405.0   2.2  42:18.11 application
  27320 1001      20   0 1327532 351488  42972 S 401.0   2.2  42:22.12 application
  27320 1001      20   0 1327532 351488  42972 S 402.0   2.2  42:26.14 application
  27320 1001      20   0 1327
