  47280 1001      20   0 1322408 347024  42964 S 246.7   2.1  39:20.31 application
  47280 1001      20   0 1323432 347552  42964 S 407.0   2.1  39:24.38 application
  47280 1001      20   0 1323432 347552  42964 S 395.0   2.1  39:28.37 application
  47280 1001      20   0 1323432 347816  42964 S 401.0   2.1  39:32.38 application
  47280 1001      20   0 1323432 348080  42964 S 399.0   2.1  39:36.37 application
  47280 1001      20   0 1323432 348080  42964 S 400.0   2.1  39:40.37 application
  47280 1001      20   0 1323432 348344  42964 S 400.0   2.1  39:44.37 application
  47280 1001      20   0 1323432 348344  42964 S 401.0   2.1  39:48.38 application
  47280 1001      20   0 1323432 348344  42964 S 400.0   2.1  39:52.38 application
  47280 1001      20   0 1324456 348344  42964 S 400.0   2.1  39:56.38 application
  47280 1001      20   0 1324456 348608  42964 S 395.0   2.1  40:00.37 application
  47280 1001      20   0 1324456 348608  42964 S 402.0   2.1  40:04.39 application
  47280 1001      20   0 1324456 348608  42964 S 400.0   2.1  40:08.39 application
  47280 1001      20   0 1324456 348872  42964 S 401.0   2.1  40:12.40 application
  47280 1001      20   0 1324456 348872  42964 S 401.0   2.1  40:16.41 application
  47280 1001      20   0 1324456 348872  42964 S 401.0   2.1  40:20.42 application
  47280 1001      20   0 1324456 348872  42964 S 400.0   2.1  40:24.42 application
  47280 1001      20   0 1324456 348872  42964 S 403.0   2.1  40:28.45 application
  47280 1001      20   0 1324456 348872  42964 S 396.0   2.1  40:32.45 application
  47280 1001      20   0 1324456 348872  42964 S 401.0   2.1  40:36.46 application
  47280 1001      20   0 1324456 349136  42964 S 399.0   2.1  40:40.45 application
  47280 1001      20   0 1324456 349400  42964 S 403.0   2.1  40:44.48 application
  47280 1001      20   0 1325480 349664  42964 S 401.0   2.1  40:48.49 application
  47280 1001      20   0 1325480 349664  42964 S 400.0   2.1  40:52.49 application
  47280 1001      20   0 1325480 349664  42964 S 401.0   2.1  40:56.50 application
  47280 1001      20   0 1325480 349928  42964 S 401.0   2.1  41:00.51 application
  47280 1001      20   0 1325480 350192  42964 S 397.0   2.1  41:04.52 application
  47280 1001      20   0 1325480 350192  42964 S 401.0   2.1  41:08.53 application
  47280 1001      20   0 1325480 350192  42964 S 399.0   2.1  41:12.52 application
  47280 1001      20   0 1325480 350192  42964 S 402.0   2.1  41:16.54 application
  47280 1001      20   0 1325480 350192  42964 S 401.0   2.1  41:20.55 application
  47280 1001      20   0 1325480 350192  42964 S 401.0   2.1  41:24.56 application
  47280 1001      20   0 1325480 350192  42964 S 399.0   2.1  41:28.55 application
  47280 1001      20   0 1325480 350192  42964 S 400.0   2.1  41:32.55 application
  47280 1001      20   0 1325480 350192  42964 S 404.0   2.1  41:36.59 application
  47280 1001      20   0 1326504 350192  42964 S 400.0   2.1  41:40.59 application
  47280 1001      20   0 1326504 350456  42964 S 395.0   2.1  41:44.58 application
  47280 1001      20   0 1326504 350456  42964 S 400.0   2.1  41:48.58 application
  47280 1001      20   0 1326504 350456  42964 S 402.0   2.1  41:52.60 application
  47280 1001      20   0 1326504 350456  42964 S 399.0   2.1  41:56.59 application
  47280 1001      20   0 1326504 350456  42964 S 404.0   2.1  42:00.63 application
  47280 1001      20   0 1326504 350456  42964 S 402.0   2.1  42:04.65 application
  47280 1001      20   0 1326504 350720  42964 S 401.0   2.2  42:08.66 application
  47280 1001      20   0 1326504 350720  42964 S 398.0   2.2  42:12.64 application
  47280 1001      20   0 1326504 350984  42964 S 400.0   2.2  42:16.68 application
  47280 1001      20   0 1326504 350984  42964 S 400.0   2.2  42:20.68 application
  47280 1001      20   0 1326504 351248  42964 S 401.0   2.2  42:24.69 application
  47280 1001      20   0 1326504 351512  42964 S 400.0   2.2  42:28.69 application
  47280 1001      20   0 1327528 351512  42964 S 399.0   2.2  42:32.68 application
  47280 1001      20   0 1327
