  53030 root      20   0   12.9g 617492  29172 S 126.7   3.8  13:40.31 java
  53030 root      20   0   12.9g 617644  29172 S 323.0   3.8  13:43.54 java
  53030 root      20   0   12.9g 617964  29172 S 322.0   3.8  13:46.76 java
  53030 root      20   0   12.9g 617964  29172 S 323.0   3.8  13:49.99 java
  53030 root      20   0   12.9g 617964  29172 S 321.0   3.8  13:53.20 java
  53030 root      20   0   12.9g 618160  29172 S 320.0   3.8  13:56.40 java
  53030 root      20   0   12.9g 618160  29172 S 317.8   3.8  13:59.61 java
  53030 root      20   0   12.9g 618160  29172 S 319.0   3.8  14:02.80 java
  53030 root      20   0   12.9g 618160  29172 S 317.0   3.8  14:05.97 java
  53030 root      20   0   12.9g 618160  29172 S 320.0   3.8  14:09.17 java
  53030 root      20   0   12.9g 618340  29172 S 322.0   3.8  14:12.39 java
  53030 root      20   0   12.9g 618340  29172 S 317.0   3.8  14:15.56 java
  53030 root      20   0   12.9g 618340  29172 S 320.0   3.8  14:18.76 java
  53030 root      20   0   12.9g 618340  29172 S 323.0   3.8  14:21.99 java
  53030 root      20   0   12.9g 618340  29172 S 323.0   3.8  14:25.22 java
  53030 root      20   0   12.9g 618656  29172 S 323.0   3.8  14:28.45 java
  53030 root      20   0   12.9g 618656  29172 S 322.0   3.8  14:31.67 java
  53030 root      20   0   12.9g 618656  29172 S 326.7   3.8  14:34.97 java
  53030 root      20   0   12.9g 618656  29172 S 322.0   3.8  14:38.19 java
  53030 root      20   0   12.9g 618656  29172 S 326.0   3.8  14:41.45 java
  53030 root      20   0   12.9g 618844  29172 S 322.0   3.8  14:44.67 java
  53030 root      20   0   12.9g 618844  29172 S 319.0   3.8  14:47.86 java
  53030 root      20   0   12.9g 620060  29172 S 322.0   3.8  14:51.08 java
  53030 root      20   0   12.9g 620060  29172 S 318.0   3.8  14:54.26 java
  53030 root      20   0   12.9g 620060  29172 S 325.0   3.8  14:57.51 java
  53030 root      20   0   12.9g 620060  29172 S 322.0   3.8  15:00.73 java
  53030 root      20   0   12.9g 620408  29172 S 319.0   3.8  15:03.92 java
  53030 root      20   0   12.9g 620544  29172 S 312.9   3.8  15:07.08 java
  53030 root      20   0   12.9g 620544  29172 S 317.0   3.8  15:10.25 java
  53030 root      20   0   12.9g 620688  29172 S 318.0   3.8  15:13.43 java
  53030 root      20   0   12.9g 620688  29172 S 319.0   3.8  15:16.62 java
  53030 root      20   0   12.9g 620688  29172 S 322.0   3.8  15:19.84 java
  53030 root      20   0   12.9g 620832  29172 S 324.0   3.8  15:23.08 java
  53030 root      20   0   12.9g 620988  29172 S 322.0   3.8  15:26.30 java
  53030 root      20   0   12.9g 620988  29172 S 321.0   3.8  15:29.51 java
  53030 root      20   0   12.9g 620988  29172 S 319.0   3.8  15:32.70 java
  53030 root      20   0   12.9g 620988  29172 S 321.8   3.8  15:35.95 java
  53030 root      20   0   12.9g 620988  29172 S 325.0   3.8  15:39.20 java
  53030 root      20   0   12.9g 620988  29172 S 323.0   3.8  15:42.43 java
  53030 root      20   0   12.9g 620988  29172 S 319.0   3.8  15:45.62 java
  53030 root      20   0   12.9g 620988  29172 S 323.0   3.8  15:48.85 java
  53030 root      20   0   12.9g 621108  29172 S 320.0   3.8  15:52.05 java
  53030 root      20   0   12.9g 621244  29172 S 317.0   3.8  15:55.22 java
  53030 root      20   0   12.9g 621244  29172 S 320.0   3.8  15:58.42 java
  53030 root      20   0   12.9g 621416  29172 S 317.0   3.8  16:01.59 java
  53030 root      20   0   12.9g 621452  29172 S 323.0   3.8  16:04.82 java
  53030 root      20   0   12.9g 621584  29172 S 325.0   3.8  16:08.07 java
  53030 root      20   0   12.9g 621584  29172 S 317.8   3.8  16:11.28 java
  53030 root      20   0   12.9g 621720  29172 S 323.0   3.8  16:14.51 java
  53030 root      20   0   12.9g 621852  29172 S 324.0   3.8  16:17.75 java
  53030 root      20   0   12.9g 621852  29172 S 328.0   3.8  16:21.03 java
  53030 root      20   0   12.9g 621852  29172 S 326.0   3.8  16:24.29 java
  53030 root      20   0   12.9g 621852  29172 S 326.0   3.8  16:27.55 java
  53030 root      20   0   12.9g 621988  29172 S 324.0   3.8  16:30.
